a,b,c,d,n,b_sqrt_c,F,rel_dev_target,rel_dev_codata,within_50ppb,distinct_value_id
5,6,3,1,108,10.392304845,137.030113516,4.296e-05,4.295e-05,0,310
5,2,22,2,104,9.380831520,137.041942968,4.337e-05,4.337e-05,0,311
5,2,27,1,109,10.392304845,137.030028569,4.358e-05,4.357e-05,0,312
5,3,12,1,109,10.392304845,137.030028569,4.358e-05,4.357e-05,0,312
5,6,3,1,109,10.392304845,137.030028569,4.358e-05,4.357e-05,0,312
5,2,22,2,103,9.380831520,137.042036321,4.405e-05,4.406e-05,0,313
5,2,27,1,110,10.392304845,137.029945166,4.418e-05,4.418e-05,0,314
5,3,12,1,110,10.392304845,137.029945166,4.418e-05,4.418e-05,0,314
5,6,3,1,110,10.392304845,137.029945166,4.418e-05,4.418e-05,0,314
5,1,29,6,71,5.385164807,137.042078802,4.436e-05,4.437e-05,0,315
5,2,11,5,4,6.633249581,137.029909522,4.444e-05,4.444e-05,0,316
5,2,27,1,47,10.392304845,137.042130853,4.474e-05,4.475e-05,0,317
5,3,12,1,47,10.392304845,137.042130853,4.474e-05,4.475e-05,0,317
5,6,3,1,47,10.392304845,137.042130853,4.474e-05,4.475e-05,0,317
5,2,22,2,102,9.380831520,137.042131504,4.474e-05,4.475e-05,0,318
5,2,27,1,111,10.392304845,137.029863266,4.478e-05,4.478e-05,0,319
5,3,12,1,111,10.392304845,137.029863266,4.478e-05,4.478e-05,0,319
5,6,3,1,111,10.392304845,137.029863266,4.478e-05,4.478e-05,0,319
5,2,14,4,10,7.483314774,137.029844329,4.492e-05,4.491e-05,0,320
5,2,27,1,112,10.392304845,137.029782829,4.537e-05,4.536e-05,0,321
5,3,12,1,112,10.392304845,137.029782829,4.537e-05,4.536e-05,0,321
5,6,3,1,112,10.392304845,137.029782829,4.537e-05,4.536e-05,0,321
5,2,22,2,101,9.380831520,137.042228573,4.545e-05,4.546e-05,0,322
5,1,29,6,70,5.385164807,137.042280010,4.583e-05,4.583e-05,0,323
5,2,27,1,113,10.392304845,137.029703815,4.595e-05,4.594e-05,0,324
5,3,12,1,113,10.392304845,137.029703815,4.595e-05,4.594e-05,0,324
5,6,3,1,113,10.392304845,137.029703815,4.595e-05,4.594e-05,0,324
5,2,22,2,100,9.380831520,137.042327583,4.617e-05,4.618e-05,0,325
5,2,27,1,114,10.392304845,137.029626187,4.651e-05,4.651e-05,0,326
5,3,12,1,114,10.392304845,137.029626187,4.651e-05,4.651e-05,0,326
5,6,3,1,114,10.392304845,137.029626187,4.651e-05,4.651e-05,0,326
5,1,2,10,23,1.414213562,137.042423801,4.688e-05,4.688e-05,0,327
5,2,22,2,99,9.380831520,137.042428593,4.691e-05,4.692e-05,0,328
5,2,27,1,115,10.392304845,137.029549909,4.707e-05,4.706e-05,0,329
5,3,12,1,115,10.392304845,137.029549909,4.707e-05,4.706e-05,0,329
5,6,3,1,115,10.392304845,137.029549909,4.707e-05,4.706e-05,0,329
5,1,29,6,69,5.385164807,137.042487049,4.734e-05,4.734e-05,0,330
5,2,27,1,116,10.392304845,137.029474947,4.762e-05,4.761e-05,0,331
5,3,12,1,116,10.392304845,137.029474947,4.762e-05,4.761e-05,0,331
5,6,3,1,116,10.392304845,137.029474947,4.762e-05,4.761e-05,0,331
5,2,22,2,98,9.380831520,137.042531665,4.766e-05,4.767e-05,0,332
5,2,27,1,46,10.392304845,137.042593388,4.811e-05,4.812e-05,0,333
5,3,12,1,46,10.392304845,137.042593388,4.811e-05,4.812e-05,0,333
5,6,3,1,46,10.392304845,137.042593388,4.811e-05,4.812e-05,0,333
5,2,27,1,117,10.392304845,137.029401266,4.815e-05,4.815e-05,0,334
5,3,12,1,117,10.392304845,137.029401266,4.815e-05,4.815e-05,0,334
5,6,3,1,117,10.392304845,137.029401266,4.815e-05,4.815e-05,0,334
5,2,22,2,97,9.380831520,137.042636861,4.843e-05,4.844e-05,0,335
5,2,27,1,118,10.392304845,137.029328833,4.868e-05,4.868e-05,0,336
5,3,12,1,118,10.392304845,137.029328833,4.868e-05,4.868e-05,0,336
5,6,3,1,118,10.392304845,137.029328833,4.868e-05,4.868e-05,0,336
5,1,29,6,68,5.385164807,137.042700178,4.889e-05,4.890e-05,0,337
5,2,27,1,119,10.392304845,137.029257619,4.920e-05,4.919e-05,0,338
5,3,12,1,119,10.392304845,137.029257619,4.920e-05,4.919e-05,0,338
5,6,3,1,119,10.392304845,137.029257619,4.920e-05,4.919e-05,0,338
5,2,22,2,96,9.380831520,137.042744250,4.922e-05,4.922e-05,0,339
5,1,2,10,33,1.414213562,137.029248571,4.927e-05,4.926e-05,0,340
5,2,27,1,120,10.392304845,137.029187590,4.971e-05,4.971e-05,0,341
5,3,12,1,120,10.392304845,137.029187590,4.971e-05,4.971e-05,0,341
5,6,3,1,120,10.392304845,137.029187590,4.971e-05,4.971e-05,0,341
