tau,B_norm_chi5,env_rms_chi5,B_norm_chi4,env_rms_chi4
73.3500,0.192771,0.358039,0.004780,0.367438
73.4000,0.412946,0.358768,0.340718,0.376797
73.4500,0.342346,0.362217,0.045957,0.378784
73.5000,0.543207,0.359873,-0.180552,0.381970
73.5500,0.352747,0.365013,-0.178705,0.389161
73.6000,0.141311,0.376186,-0.184961,0.385230
73.6500,-0.082080,0.377972,0.163151,0.390424
73.7000,-0.629266,0.381975,0.330121,0.390036
73.7500,-0.503774,0.382233,0.095735,0.397327
73.8000,-0.420250,0.382295,0.298704,0.407166
73.8500,-0.092827,0.389776,0.432996,0.408403
73.9000,0.148149,0.402859,0.035523,0.395943
73.9500,0.262723,0.413869,0.024119,0.387506
74.0000,0.367783,0.407807,0.355913,0.381378
74.0500,-0.225223,0.399018,0.371573,0.380363
74.1000,-0.286697,0.381718,0.202689,0.372963
74.1500,-0.379709,0.367130,0.049541,0.356633
74.2000,-0.469231,0.368289,-0.108921,0.352272
74.2500,-0.099998,0.371793,-0.372090,0.354019
74.3000,0.345450,0.365781,-0.666768,0.346723
74.3500,0.283627,0.365439,-0.752511,0.339205
74.4000,0.149488,0.367855,-0.667013,0.340650
74.4500,0.373021,0.371964,-0.271932,0.337275
74.5000,0.122588,0.372249,0.410807,0.337206
74.5500,0.675988,0.363692,0.479153,0.341595
74.6000,0.686949,0.359562,-0.226386,0.366565
74.6500,-0.235197,0.364328,-0.496098,0.374111
74.7000,-0.421072,0.369126,0.086205,0.375500
74.7500,-0.100740,0.356613,0.615123,0.376135
74.8000,0.047341,0.352982,0.640523,0.379236
74.8500,-0.514143,0.350808,0.516469,0.388986
74.9000,-0.704047,0.350712,0.326992,0.395797
74.9500,-0.619917,0.349982,0.058629,0.409997
75.0000,-0.298249,0.347946,-0.089991,0.418834
75.0500,0.209936,0.344473,-0.170609,0.417037
75.1000,0.288846,0.344715,-0.076505,0.415635
75.1500,0.049848,0.342563,0.169725,0.414821
75.2000,0.211330,0.339848,-0.033535,0.418555
75.2500,0.336783,0.333269,-0.360882,0.424880
75.3000,-0.017140,0.334795,-0.127612,0.421759
75.3500,0.252877,0.331786,0.021964,0.411334
75.4000,0.331361,0.329320,-0.200702,0.394782
75.4500,0.543309,0.333875,-0.149338,0.384362
75.5000,0.354817,0.341736,-0.014303,0.389224
75.5500,-0.192047,0.343084,-0.393384,0.392115
75.6000,-0.044197,0.326635,-0.870005,0.385653
75.6500,-0.401759,0.310623,-0.513189,0.390927
75.7000,-0.388623,0.308740,0.263284,0.384690
75.7500,-0.153813,0.304768,0.358533,0.391935
75.8000,-0.384905,0.319996,0.324345,0.391497
75.8500,-0.337418,0.323267,0.629540,0.382973
75.9000,0.076611,0.328521,0.637699,0.375011
75.9500,0.031211,0.336905,0.685851,0.371787
76.0000,-0.103739,0.322782,0.548507,0.371677
76.0500,0.191513,0.325394,-0.255125,0.372719
76.1000,0.239923,0.346226,-0.300349,0.372996
76.1500,0.146768,0.381605,0.115620,0.390675
76.2000,-0.261208,0.388747,-0.360594,0.399822
76.2500,-0.196529,0.387345,-0.480208,0.401683
76.3000,0.227550,0.384416,-0.173571,0.397711
76.3500,0.192600,0.384601,-0.297463,0.407703
76.4000,0.116669,0.384968,0.138610,0.432861
76.4500,0.382355,0.381622,0.334716,0.441306
76.5000,0.597423,0.381533,-0.477676,0.442046
76.5500,0.229912,0.378229,-0.511239,0.448116
76.6000,-0.072778,0.378261,-0.153427,0.453661
76.6500,-0.231419,0.381788,-0.468132,0.432868
76.7000,-0.086577,0.377929,-0.218590,0.432755
76.7500,-0.278181,0.376011,0.487977,0.436511
76.8000,-0.632634,0.376097,0.603577,0.437205
76.8500,-0.297524,0.371415,0.373631,0.435282
76.9000,-0.636186,0.367682,0.138958,0.424033
76.9500,-0.851133,0.368163,0.090560,0.412442
77.0000,-0.048083,0.374344,0.009612,0.398746
77.0500,0.397928,0.374168,-0.199758,0.390628
77.1000,0.785957,0.374195,0.193826,0.389766
77.1500,1.067327,0.372329,0.747938,0.387241
77.2000,0.477530,0.378399,0.570302,0.386820
77.2500,0.007190,0.380630,0.249559,0.387761
77.3000,-0.144094,0.386328,-0.008650,0.386279
77.3500,-0.078202,0.385540,-0.588399,0.386434
77.4000,0.274838,0.384412,-0.931416,0.386905
77.4500,0.068092,0.384921,-0.585612,0.402604
77.5000,-0.540723,0.385426,-0.221597,0.408674
77.5500,-0.151599,0.373993,-0.470873,0.405573
77.6000,0.194640,0.372879,-0.599830,0.398788
77.6500,-0.334443,0.372898,0.033559,0.398085
77.7000,-0.203023,0.376230,0.509265,0.394121
77.7500,-0.302866,0.377658,0.450746,0.396628
77.8000,-0.162186,0.380189,0.391677,0.390346
77.8500,0.068331,0.378541,0.190782,0.381078
77.9000,0.027274,0.380853,0.003649,0.376714
77.9500,0.142732,0.367665,0.095542,0.377158
78.0000,-0.434911,0.352486,0.122018,0.394678
78.0500,0.073082,0.368676,0.195249,0.415959
78.1000,0.193650,0.371577,0.193646,0.418489
78.1500,-0.021593,0.355326,-0.098901,0.417562
78.2000,0.456473,0.320987,0.003714,0.400907
78.2500,0.371031,0.313431,0.399885,0.391924
78.3000,0.466700,0.313589,0.428434,0.390310
78.3500,0.163811,0.312853,0.187206,0.396770
78.4000,0.038287,0.312695,-0.321586,0.392866
78.4500,-0.172292,0.320745,-0.726217,0.367075
78.5000,-0.402669,0.340417,-0.560295,0.355507
78.5500,-0.030424,0.337903,-0.353066,0.353847
78.6000,0.136978,0.344739,-0.193956,0.348540
78.6500,-0.076615,0.345513,-0.023660,0.337082
78.7000,-0.394850,0.350396,-0.300663,0.337063
78.7500,-0.227235,0.349179,-0.359259,0.332118
78.8000,-0.394978,0.349352,0.188228,0.330136
78.8500,-0.590741,0.348436,0.266733,0.326040
78.9000,-0.400618,0.354511,-0.063548,0.325212
78.9500,-0.002464,0.354651,0.181721,0.325386
79.0000,0.525583,0.353966,0.750089,0.330042
79.0500,0.693564,0.348611,0.841065,0.332571
79.1000,0.496373,0.349439,0.355601,0.331178
79.1500,0.365217,0.353879,-0.076192,0.334074
79.2000,0.432449,0.356607,0.022598,0.344660
79.2500,0.177525,0.355314,0.182262,0.356956
79.3000,0.063960,0.362661,-0.102579,0.363073
79.3500,0.043305,0.356909,-0.456666,0.357308
79.4000,-0.045313,0.357084,-0.468841,0.361309
79.4500,-0.533494,0.359656,-0.252942,0.372190
79.5000,-0.733413,0.361874,0.014207,0.377347
79.5500,-0.471656,0.371417,0.028825,0.386473
79.6000,-0.462949,0.385795,-0.262459,0.387770
79.6500,0.244492,0.386746,-0.194203,0.388369
79.7000,0.501184,0.386594,0.024598,0.394493
79.7500,0.079329,0.381856,-0.351686,0.392083
79.8000,-0.310964,0.382630,-0.386448,0.391998
79.8500,-0.009273,0.377654,0.207929,0.391687
79.9000,0.423979,0.372053,0.119543,0.389594
79.9500,-0.069451,0.370409,-0.068054,0.396737
80.0000,-0.021568,0.380423,0.366418,0.398771
80.0500,-0.186772,0.378700,0.289114,0.381861
80.1000,-0.170450,0.363671,0.014962,0.359900
80.1500,0.406843,0.356447,0.341284,0.356942
80.2000,0.282753,0.353336,0.551705,0.357064
80.2500,0.413068,0.350373,0.594744,0.367617
80.3000,0.594926,0.352754,0.583511,0.384724
80.3500,0.219331,0.352625,0.115312,0.384542
80.4000,-0.178758,0.352737,-0.391059,0.378414
80.4500,-0.277556,0.353161,-0.656233,0.374200
80.5000,-0.308707,0.362850,-0.828178,0.379032
80.5500,-0.670128,0.348363,-0.774410,0.379157
80.6000,-0.668787,0.340538,-0.407237,0.379261
80.6500,-0.221130,0.335547,0.238041,0.379334
80.7000,0.032234,0.333374,0.443990,0.387248
80.7500,0.081570,0.324564,-0.112634,0.394152
80.8000,-0.275442,0.330838,-0.355451,0.390376
80.8500,-0.030271,0.339969,-0.159489,0.386469
80.9000,0.420490,0.344696,0.064045,0.398063
80.9500,0.332331,0.338427,0.484059,0.398650
81.0000,0.555220,0.339082,0.315220,0.408581
81.0500,0.471837,0.342117,-0.146331,0.416375
81.1000,0.153568,0.341211,0.198797,0.424868
81.1500,0.181965,0.342259,0.198759,0.438791
81.2000,0.206971,0.340005,-0.096854,0.442045
81.2500,-0.318639,0.357627,0.560408,0.434134
81.3000,-0.316442,0.351781,0.748932,0.424254
81.3500,-0.019104,0.348180,0.069137,0.416550
81.4000,-0.071624,0.349530,-0.129865,0.422658
81.4500,-0.119611,0.351942,-0.299602,0.423145
81.5000,-0.754367,0.349301,-0.461752,0.410795
81.5500,-0.339764,0.347802,-0.063981,0.392238
81.6000,0.038195,0.340472,0.063620,0.381575
81.6500,-0.275621,0.335374,-0.266767,0.376824
81.7000,-0.013213,0.336284,-0.535195,0.382887
81.7500,0.116304,0.336292,-0.470948,0.382785
81.8000,0.418217,0.341062,-0.047441,0.387136
81.8500,0.589765,0.356121,-0.157770,0.399488
81.9000,0.364392,0.365125,-0.645095,0.404064
81.9500,-0.064508,0.378648,-0.182967,0.404359
82.0000,-0.151701,0.398863,0.577337,0.397908
82.0500,-0.291950,0.389330,0.630768,0.397934
82.1000,-0.097545,0.394469,0.613630,0.407500
82.1500,0.241706,0.396360,0.702293,0.411000
82.2000,0.320079,0.397403,0.483740,0.409849
82.2500,0.764202,0.400513,0.142117,0.409613
82.3000,-0.024090,0.398546,-0.077446,0.410041
82.3500,-0.500593,0.395755,-0.273691,0.409655
82.4000,-0.294521,0.400582,-0.472706,0.409746
82.4500,-0.318294,0.402783,-0.412101,0.411638
82.5000,-0.033213,0.406403,-0.091494,0.409398
82.5500,-0.229049,0.388981,0.273678,0.403481
82.6000,-0.492147,0.385954,0.511289,0.404572
82.6500,-0.553186,0.385909,0.134559,0.408131
82.7000,-0.271960,0.383665,-0.495494,0.418509
82.7500,-0.035645,0.384392,-0.440369,0.417731
82.8000,0.372989,0.384073,-0.387334,0.411341
82.8500,0.711557,0.381296,-0.724382,0.411291
82.9000,0.516892,0.377307,-0.419731,0.411170
82.9500,0.767585,0.373796,0.117811,0.398698
83.0000,0.868823,0.373702,0.148721,0.399906
83.0500,0.014884,0.373166,0.316564,0.390674
83.1000,-0.622715,0.370398,0.580790,0.378085
83.1500,-0.291367,0.370329,0.396196,0.366949
83.2000,-0.258946,0.368488,0.027630,0.355182
83.2500,-0.380231,0.367466,0.038243,0.347067
83.3000,-0.192610,0.348969,0.573094,0.354372
83.3500,-0.096128,0.354839,0.740221,0.354399
83.4000,-0.397423,0.358128,0.088554,0.375033
83.4500,-0.278655,0.355475,-0.283855,0.382282
83.5000,0.366609,0.352017,-0.119806,0.383588
83.5500,0.030536,0.353984,-0.126549,0.385031
83.6000,-0.138791,0.352499,-0.200592,0.391292
83.6500,-0.003916,0.346089,-0.350222,0.395530
83.7000,0.071868,0.338012,-0.650296,0.397893
83.7500,0.151951,0.339402,-0.509684,0.399803
83.8000,-0.058804,0.343330,-0.067623,0.398331
83.8500,0.296256,0.345019,-0.023839,0.393958
83.9000,0.473016,0.328360,-0.144237,0.384800
83.9500,0.157045,0.337566,0.044909,0.382632
84.0000,0.036041,0.319663,0.270260,0.382381
84.0500,0.081161,0.289514,0.184591,0.381695
84.1000,0.029206,0.290617,0.032962,0.383007
84.1500,0.086183,0.292581,0.190700,0.389903
84.2000,0.051304,0.311952,0.380540,0.389008
84.2500,-0.267654,0.333645,-0.018921,0.390058
84.3000,-0.201673,0.330583,-0.479880,0.390941
84.3500,-0.412255,0.329457,0.082417,0.380615
84.4000,-0.588835,0.331783,0.831861,0.363092
84.4500,0.095526,0.327632,0.669728,0.363043
84.5000,0.032066,0.324979,0.459176,0.360364
84.5500,-0.240867,0.324402,0.232026,0.359900
84.6000,-0.097324,0.328914,-0.523627,0.359398
84.6500,-0.242061,0.328567,-0.630979,0.359661
84.7000,0.281911,0.329047,-0.308158,0.355544
84.7500,0.335529,0.329948,-0.554988,0.345289
84.8000,0.333490,0.333181,-0.381741,0.339278
84.8500,0.432171,0.334924,-0.089305,0.342269
84.9000,0.215399,0.336683,-0.482016,0.349363
84.9500,0.720097,0.341045,-0.328562,0.355621
85.0000,0.326724,0.344664,0.077500,0.365410
85.0500,0.042877,0.356789,-0.024975,0.363146
85.1000,-0.162700,0.361623,0.375959,0.377070
85.1500,-0.659337,0.362518,0.745560,0.380168
85.2000,-0.751679,0.367198,0.358326,0.381552
85.2500,-0.800793,0.381183,0.185152,0.376900
85.3000,-0.247341,0.388618,0.172500,0.381781
85.3500,-0.081404,0.405390,0.041962,0.383375
85.4000,0.268903,0.404303,0.116810,0.389135
85.4500,0.213796,0.396765,0.079804,0.372456
85.5000,-0.081654,0.398484,-0.033476,0.372120
85.5500,0.345031,0.400235,-0.025616,0.369110
85.6000,0.348977,0.398851,0.034510,0.372444
85.6500,0.099516,0.401276,0.219057,0.376938
85.7000,-0.113804,0.403385,0.044186,0.378246
85.7500,0.171814,0.406576,-0.358053,0.382346
85.8000,0.333148,0.411663,-0.301786,0.372394
85.8500,0.226257,0.408909,-0.296879,0.367632
85.9000,-0.369076,0.403573,-0.449148,0.368288
85.9500,-0.587313,0.403022,-0.449117,0.362108
86.0000,0.355552,0.387014,-0.539801,0.360810
86.0500,0.591615,0.388356,-0.073612,0.360627
86.1000,0.385985,0.396014,0.675759,0.367859
86.1500,0.165537,0.395941,0.311891,0.364695
86.2000,-0.384010,0.388971,-0.282106,0.351150
86.2500,-0.657078,0.374451,-0.012613,0.353490
86.3000,-0.553421,0.353286,0.390109,0.352938
86.3500,-0.765958,0.351510,0.529424,0.351956
86.4000,-0.365891,0.352099,0.434998,0.362589
86.4500,0.314874,0.350353,0.413764,0.405035
86.5000,0.255268,0.353057,0.662005,0.419353
86.5500,0.241608,0.364463,0.345517,0.419336
86.6000,0.112579,0.363709,-0.393975,0.420821
86.6500,0.298352,0.363596,-0.642066,0.421413
86.7000,0.358010,0.365190,-0.662302,0.427117
86.7500,0.430640,0.364841,-0.472011,0.438107
86.8000,0.532210,0.364144,-0.008786,0.441257
86.8500,0.136170,0.363172,0.035274,0.443137
86.9000,-0.095027,0.361911,-0.166553,0.440823
86.9500,-0.167815,0.357379,-0.217476,0.435406
87.0000,0.005096,0.347734,-0.263585,0.430862
87.0500,-0.386558,0.343343,0.024173,0.427992
87.1000,-0.498094,0.337394,0.465449,0.430077
87.1500,-0.155261,0.332922,0.215166,0.416948
87.2000,-0.458697,0.337042,-0.397900,0.414149
87.2500,-0.332512,0.335289,-0.442713,0.412193
87.3000,0.098693,0.325053,-0.135318,0.423456
87.3500,0.099304,0.316708,0.036838,0.431808
87.4000,-0.153726,0.293896,0.559723,0.426229
87.4500,-0.148359,0.289441,1.161681,0.422108
87.5000,0.351723,0.286631,0.700244,0.418492
87.5500,0.584992,0.285888,0.022623,0.405890
87.6000,0.310662,0.319179,0.227657,0.406581
87.6500,0.344152,0.338536,0.147062,0.402349
87.7000,0.239833,0.344952,-0.496404,0.393088
87.7500,-0.050102,0.343389,-0.625946,0.382583
87.8000,-0.093224,0.337773,-0.491726,0.375432
87.8500,-0.286327,0.332099,-0.399067,0.375804
87.9000,-0.117156,0.331443,-0.065121,0.375770
87.9500,0.050639,0.337784,0.084458,0.376056
88.0000,-0.257089,0.345979,-0.200838,0.387595
88.0500,0.044778,0.358315,-0.436262,0.402786
88.1000,0.428898,0.366216,-0.280627,0.413528
88.1500,-0.161515,0.357927,-0.026460,0.410497
88.2000,-0.374926,0.358597,-0.043813,0.410266
88.2500,-0.314861,0.355069,0.115417,0.408390
88.3000,-0.393252,0.367249,0.621317,0.402507
88.3500,-0.294436,0.370944,0.667127,0.406926
88.4000,-0.124856,0.371466,0.289883,0.424914
88.4500,0.165310,0.372875,0.214188,0.424181
88.5000,-0.181065,0.374859,0.215842,0.389083
88.5500,0.218464,0.370812,-0.110864,0.373614
88.6000,0.940344,0.374992,-0.377377,0.374875
88.6500,0.731203,0.378244,-0.121882,0.374994
88.7000,0.518471,0.374412,0.331987,0.374349
88.7500,0.289922,0.372546,0.323370,0.376625
88.8000,-0.169120,0.372873,-0.023021,0.363808
88.8500,-0.356966,0.372759,-0.107423,0.356002
88.9000,-0.026279,0.374832,0.014257,0.356901
88.9500,-0.427813,0.382938,-0.191219,0.356853
89.0000,-0.507826,0.383204,-0.639195,0.356666
89.0500,-0.596866,0.381498,-0.749507,0.361450
89.1000,-0.619778,0.383825,-0.600065,0.360769
89.1500,0.044936,0.381214,-0.338024,0.361339
89.2000,-0.209233,0.383987,0.196220,0.361631
89.2500,0.327382,0.379833,0.308847,0.362306
89.3000,0.686491,0.376646,0.019717,0.361863
89.3500,0.348653,0.372102,0.406140,0.349708
89.4000,0.160508,0.377676,0.784129,0.336847
89.4500,-0.258135,0.380593,0.536440,0.335410
89.5000,-0.287777,0.381060,0.423331,0.335016
89.5500,-0.001050,0.380156,0.081240,0.343759
89.6000,0.685576,0.379590,-0.198043,0.380335
89.6500,0.443780,0.355432,0.235578,0.402322
89.7000,0.013830,0.341585,-0.042630,0.402400
89.7500,-0.019556,0.332576,-0.562573,0.405600
89.8000,-0.111874,0.330876,0.051962,0.406207
89.8500,0.071974,0.332800,0.106958,0.407241
89.9000,-0.381497,0.334708,-0.430721,0.407871
89.9500,-0.515317,0.338840,-0.053261,0.409499
90.0000,0.104640,0.356009,0.040742,0.411582
90.0500,0.112187,0.376609,-0.425667,0.402689
90.1000,-0.273935,0.364987,-0.412504,0.392440
90.1500,-0.319450,0.355134,-0.309248,0.390102
90.2000,-0.336290,0.364659,-0.096613,0.387139
90.2500,-0.102312,0.375070,0.148188,0.387710
90.3000,-0.017358,0.378005,0.013511,0.388933
90.3500,0.123057,0.363850,0.177219,0.391836
90.4000,0.507991,0.359757,0.288150,0.387670
90.4500,0.325963,0.359838,-0.210793,0.370861
90.5000,0.204716,0.357694,-0.187188,0.362884
90.5500,0.067725,0.355833,0.538437,0.357726
90.6000,0.173496,0.355851,1.047931,0.357567
90.6500,0.395232,0.353670,0.920835,0.357190
90.7000,0.372767,0.346875,0.132018,0.355659
90.7500,0.140700,0.347595,-0.465000,0.360273
90.8000,-0.194473,0.349561,-0.353217,0.356790
90.8500,-0.284510,0.350233,-0.187199,0.356798
90.9000,-0.423837,0.350909,-0.180515,0.356640
90.9500,-0.338814,0.345985,-0.234031,0.353543
91.0000,-0.819857,0.345802,-0.326628,0.355452
91.0500,-0.936297,0.357431,-0.334178,0.388308
91.1000,-0.053521,0.359507,-0.477120,0.410860
91.1500,0.305309,0.358904,-0.533913,0.413192
91.2000,0.532105,0.355855,-0.140760,0.412272
91.2500,0.599610,0.352508,0.237999,0.412083
91.3000,0.444718,0.352949,0.366514,0.413066
91.3500,0.201815,0.354979,0.305498,0.413062
91.4000,0.012414,0.376761,0.178350,0.413349
91.4500,0.167732,0.383702,0.303462,0.421258
91.5000,0.059731,0.380702,0.218668,0.420942
91.5500,0.168470,0.379774,-0.163707,0.420334
91.6000,-0.022543,0.379635,-0.044072,0.416021
91.6500,-0.637631,0.378929,0.167883,0.392895
91.7000,0.042058,0.381959,0.103583,0.367576
91.7500,0.143881,0.382987,0.370499,0.367103
91.8000,-0.237875,0.387220,0.462698,0.359879
91.8500,0.178304,0.387401,0.054034,0.356555
91.9000,0.156901,0.385581,0.082576,0.355529
91.9500,0.069484,0.383185,0.308776,0.355166
92.0000,-0.510276,0.384984,-0.241534,0.353299
92.0500,-0.588410,0.365454,-1.001779,0.357345
92.1000,-0.271314,0.334964,-0.959234,0.368011
92.1500,-0.239334,0.339558,-0.498948,0.368075
92.2000,0.112716,0.353468,-0.253987,0.358506
92.2500,0.126007,0.351661,0.054209,0.364080
92.3000,0.152344,0.341637,0.234970,0.363748
92.3500,0.243362,0.335247,0.007962,0.362200
92.4000,0.817712,0.334436,0.202807,0.367664
92.4500,0.688801,0.335246,0.594707,0.372891
92.5000,0.110656,0.335907,0.183035,0.370168
92.5500,0.113883,0.335821,-0.118690,0.370944
92.6000,-0.015950,0.338163,0.376856,0.374897
92.6500,-0.090259,0.341930,0.575462,0.385452
92.7000,-0.500741,0.330920,0.241923,0.409520
92.7500,-0.413747,0.336342,0.056358,0.435169
92.8000,-0.391760,0.335633,-0.030132,0.436139
92.8500,-0.208697,0.334058,-0.164682,0.432620
92.9000,0.152607,0.333478,-0.071237,0.437480
92.9500,-0.322667,0.333663,0.148386,0.441467
93.0000,-0.414051,0.338938,-0.023105,0.452516
93.0500,-0.266961,0.330651,-0.473905,0.459567
93.1000,-0.032658,0.329610,-0.654874,0.432144
93.1500,0.360442,0.332052,-0.479158,0.407594
93.2000,0.698897,0.330104,-0.000752,0.400078
93.2500,0.480511,0.331897,0.430035,0.405790
93.3000,0.273107,0.340459,0.216222,0.408499
93.3500,0.142982,0.347766,-0.297075,0.408325
93.4000,-0.135927,0.365677,-0.506795,0.409443
93.4500,0.149603,0.355961,-0.436475,0.410676
93.5000,0.215236,0.340039,-0.095569,0.405523
93.5500,0.034489,0.339782,0.267177,0.405412
93.6000,-0.305118,0.346159,0.384314,0.405691
93.6500,-0.324886,0.368427,0.575310,0.405346
93.7000,-0.320695,0.368313,0.901464,0.399049
93.7500,-0.387441,0.362541,0.948162,0.399277
93.8000,0.033990,0.372198,0.414648,0.405229
93.8500,0.115560,0.373755,-0.297923,0.406030
93.9000,-0.126168,0.373871,-0.419850,0.405757
93.9500,-0.172273,0.374372,-0.387968,0.406563
94.0000,0.387686,0.375284,-0.707324,0.407101
94.0500,0.181264,0.375343,-0.567451,0.407204
94.1000,-0.563962,0.391028,0.031553,0.400423
94.1500,-0.373995,0.399139,0.273669,0.393501
94.2000,-0.066138,0.395172,-0.007527,0.392144
94.2500,0.247748,0.379910,-0.503229,0.398775
94.3000,0.501901,0.373890,-0.305553,0.407654
94.3500,0.478935,0.372799,0.222252,0.408268
94.4000,0.763640,0.372164,-0.193755,0.405624
94.4500,0.617413,0.373346,-0.287367,0.398720
94.5000,-0.141780,0.374811,0.425751,0.393836
94.5500,-0.071286,0.373400,0.172622,0.404393
94.6000,-0.438511,0.383192,-0.152867,0.410088
94.6500,-0.807883,0.390572,0.361297,0.408090
94.7000,-0.068547,0.387390,0.351404,0.399428
94.7500,-0.278910,0.384622,0.256909,0.377096
94.8000,-0.679764,0.379927,0.446652,0.349472
94.8500,-0.448445,0.387766,0.165939,0.343724
94.9000,-0.217066,0.387673,0.134268,0.343906
94.9500,0.196593,0.387183,0.178745,0.337675
95.0000,0.363535,0.387738,-0.199893,0.334395
95.0500,0.416230,0.388554,-0.062884,0.316111
95.1000,0.751067,0.387522,0.006999,0.303483
95.1500,0.513651,0.380555,-0.451187,0.303479
95.2000,0.026907,0.376578,-0.431106,0.301496
95.2500,-0.058768,0.377152,-0.463712,0.305780
95.3000,-0.211747,0.375705,-0.691744,0.299935
95.3500,-0.202996,0.371638,-0.259425,0.313717
95.4000,0.032279,0.370420,-0.004516,0.323585
95.4500,0.233654,0.353376,-0.170750,0.324471
95.5000,0.259485,0.340247,0.178318,0.324112
95.5500,0.055097,0.343886,0.595519,0.323073
95.6000,-0.552209,0.348611,0.511425,0.331040
95.6500,-0.572037,0.343165,0.284075,0.330181
95.7000,-0.063711,0.329351,0.210228,0.345643
95.7500,0.123456,0.341398,0.318781,0.395694
95.8000,-0.054134,0.341139,0.275918,0.420009
95.8500,-0.497895,0.326430,-0.092589,0.414796
95.9000,-0.102006,0.318933,-0.306386,0.415560
95.9500,-0.018195,0.317126,-0.046339,0.416448
96.0000,0.217553,0.331218,0.245242,0.417718
96.0500,0.419844,0.349593,0.112487,0.418151
96.1000,0.002879,0.358627,-0.035064,0.418291
96.1500,0.314093,0.345246,0.029797,0.418423
96.2000,0.128079,0.335929,-0.160351,0.414895
96.2500,0.148795,0.337364,-0.326680,0.410718
96.3000,0.129254,0.338265,-0.328759,0.405266
96.3500,0.356762,0.347013,-0.663400,0.398845
96.4000,0.438536,0.354890,-0.554306,0.400591
96.4500,-0.278169,0.355806,0.247138,0.400621
96.5000,-0.088458,0.354719,0.270227,0.400093
96.5500,-0.349526,0.352900,-0.392037,0.399466
96.6000,-0.373127,0.352802,-0.493435,0.391316
96.6500,-0.194496,0.342203,-0.008767,0.384979
96.7000,-0.521343,0.330753,0.747637,0.382797
96.7500,-0.579642,0.332435,1.282496,0.381762
96.8000,-0.265633,0.333320,0.937643,0.384149
96.8500,0.243871,0.333506,0.145197,0.383269
96.9000,-0.052325,0.327774,-0.231359,0.383361
96.9500,-0.001051,0.327416,-0.219856,0.381557
97.0000,0.642832,0.338165,-0.274530,0.383921
97.0500,0.803153,0.340149,-0.234149,0.393681
97.1000,0.659976,0.333992,0.093458,0.401073
97.1500,0.421836,0.334127,0.067620,0.402981
97.2000,-0.060412,0.339742,-0.288141,0.409473
97.2500,-0.200791,0.349626,-0.210879,0.411734
97.3000,-0.168559,0.354950,-0.180702,0.420158
97.3500,-0.539092,0.354560,-0.516532,0.438881
97.4000,-0.517597,0.366981,-0.352891,0.438017
97.4500,-0.166517,0.384692,0.031695,0.429718
97.5000,0.151475,0.402235,-0.108701,0.428791
97.5500,0.120547,0.404468,-0.105996,0.426779
97.6000,0.014514,0.403611,0.300687,0.425939
97.6500,-0.053990,0.399982,0.244691,0.431746
97.7000,-0.106348,0.398848,-0.109589,0.432459
97.7500,-0.223152,0.391205,0.108334,0.416760
97.8000,-0.198495,0.383139,0.420204,0.366624
97.8500,0.089473,0.380994,0.220130,0.336827
97.9000,-0.304113,0.383805,0.107129,0.336426
97.9500,-0.028147,0.392973,0.193103,0.335461
98.0000,0.541921,0.399036,0.276306,0.334681
98.0500,0.320140,0.388832,0.609333,0.349429
98.1000,0.078087,0.372888,0.503521,0.361923
98.1500,0.060819,0.358745,-0.253211,0.363965
98.2000,0.503774,0.356459,-0.465982,0.364661
98.2500,0.543858,0.360755,-0.319156,0.379358
98.3000,0.419444,0.359484,-0.627726,0.389371
98.3500,0.073140,0.361279,-0.876075,0.389282
98.4000,-0.703366,0.352985,-0.639569,0.384715
98.4500,-0.859164,0.347466,-0.109562,0.382513
98.5000,-0.802100,0.350319,0.168618,0.382487
98.5500,-0.285799,0.349522,0.049515,0.383705
98.6000,0.306248,0.351010,0.352610,0.384652
98.6500,-0.140269,0.353764,0.669079,0.382713
98.7000,-0.025829,0.357505,0.159189,0.382164
98.7500,0.155683,0.357131,-0.111124,0.383079
98.8000,-0.282658,0.355856,0.185774,0.384998
98.8500,0.057879,0.354600,0.140631,0.383173
98.9000,0.384224,0.354991,-0.100084,0.409074
98.9500,0.542872,0.352157,-0.164116,0.424933
99.0000,0.443713,0.355816,0.164002,0.425149
99.0500,0.289200,0.347528,0.699310,0.424601
99.1000,0.383539,0.346286,0.647478,0.415431
99.1500,0.106356,0.359646,0.263625,0.423101
99.2000,-0.333063,0.362553,-0.159228,0.423941
99.2500,-0.360509,0.354209,-0.728938,0.417685
99.3000,-0.052792,0.344155,-0.600073,0.414832
99.3500,-0.285396,0.338510,-0.172609,0.403095
99.4000,-0.218480,0.352246,-0.349100,0.385116
99.4500,-0.330803,0.359203,-0.235095,0.378469
99.5000,-0.330651,0.353454,0.013646,0.378186
99.5500,-0.008444,0.333646,-0.223815,0.378168
99.6000,-0.239319,0.330778,-0.202626,0.378280
99.6500,0.282481,0.330362,-0.171502,0.376348
99.7000,0.334692,0.331597,-0.206557,0.368237
99.7500,0.018377,0.331657,0.201764,0.371418
99.8000,0.111973,0.351872,0.268609,0.371922
99.8500,0.052866,0.380822,0.345112,0.373664
99.9000,-0.139254,0.385390,0.943278,0.373538
99.9500,0.101570,0.381172,0.744159,0.385352
100.0000,0.327128,0.374265,0.211692,0.416520
100.0500,-0.233835,0.368047,0.239297,0.421583
100.1000,0.259147,0.365266,-0.235520,0.407293
100.1500,0.626705,0.362444,-0.719173,0.394541
