tau,B_norm_chi5,env_rms_chi5,B_norm_chi4,env_rms_chi4
46.5000,0.086031,0.368325,0.205311,0.328173
46.5500,-0.012813,0.362676,0.043600,0.327932
46.6000,0.056153,0.333768,0.272373,0.329198
46.6500,-0.115464,0.331853,0.182777,0.346795
46.7000,-0.396830,0.337555,0.045955,0.364325
46.7500,-0.210851,0.351211,0.539351,0.361856
46.8000,-0.250107,0.365379,0.377736,0.355783
46.8500,-0.014483,0.362002,-0.360216,0.361912
46.9000,0.129517,0.362667,-0.117836,0.365385
46.9500,0.192722,0.361372,0.280526,0.367664
47.0000,0.221596,0.365407,0.087443,0.371271
47.0500,0.008298,0.363746,0.067817,0.372232
47.1000,0.738002,0.354481,-0.101370,0.370277
47.1500,0.819058,0.350603,-0.486077,0.373572
47.2000,0.413081,0.352711,-0.402791,0.382190
47.2500,0.084435,0.348901,-0.293112,0.379360
47.3000,-0.391926,0.348539,-0.278006,0.380581
47.3500,-0.504447,0.354228,-0.021233,0.382623
47.4000,-0.412679,0.361957,-0.200167,0.383403
47.4500,-0.492629,0.357650,-0.558338,0.393092
47.5000,-0.731411,0.358391,-0.147179,0.404085
47.5500,-0.205795,0.358461,0.203742,0.403739
47.6000,-0.244239,0.361807,0.200826,0.404838
47.6500,-0.220340,0.367831,0.753396,0.402602
47.7000,0.404472,0.370814,0.830448,0.414373
47.7500,0.622127,0.367413,-0.032116,0.431992
47.8000,0.646224,0.373334,0.062180,0.434402
47.8500,0.021035,0.372469,0.761136,0.436490
47.9000,0.155535,0.380127,0.376263,0.433263
47.9500,0.174861,0.380757,-0.272068,0.433282
48.0000,-0.380551,0.381426,-0.330994,0.431141
48.0500,0.140634,0.382252,-0.212194,0.431326
48.1000,0.185209,0.384043,-0.234068,0.431210
48.1500,0.025094,0.366372,-0.635875,0.433099
48.2000,0.250493,0.348956,-0.750782,0.430360
48.2500,0.082440,0.342949,-0.065513,0.432584
48.3000,-0.022207,0.351229,0.492288,0.436296
48.3500,-0.525542,0.348698,0.566735,0.434207
48.4000,-0.615407,0.348745,0.156859,0.434803
48.4500,-0.038342,0.355454,-0.685427,0.440561
48.5000,0.158470,0.353056,-0.740469,0.433104
48.5500,0.097275,0.343111,-0.175201,0.432504
48.6000,-0.314605,0.341684,-0.195830,0.431666
48.6500,-0.428208,0.353126,-0.012357,0.445419
48.7000,-0.321995,0.376886,0.653984,0.449996
48.7500,0.233528,0.380262,0.783273,0.432073
48.8000,0.473580,0.369687,0.613599,0.434002
48.8500,0.189984,0.357700,0.466090,0.434272
48.9000,0.486319,0.358259,0.121090,0.419471
48.9500,0.190894,0.359422,-0.120692,0.415935
49.0000,0.240915,0.358469,-0.053083,0.413889
49.0500,0.273774,0.355000,0.119114,0.411304
49.1000,-0.237401,0.357670,0.022612,0.410956
49.1500,0.031097,0.364174,-0.277840,0.409834
49.2000,0.400093,0.369904,-0.373224,0.399601
49.2500,0.014270,0.368865,-0.490853,0.382012
49.3000,-0.492736,0.368678,-0.467064,0.384596
49.3500,-0.284592,0.368688,-0.052384,0.385651
49.4000,-0.505771,0.360926,-0.147284,0.404537
49.4500,-0.603335,0.348118,-0.496691,0.421536
49.5000,-0.415955,0.348893,-0.211232,0.409351
49.5500,-0.501092,0.355740,-0.019615,0.393366
49.6000,-0.047943,0.358120,0.108649,0.393352
49.6500,0.620979,0.358414,0.731368,0.402678
49.7000,0.871595,0.352153,0.857692,0.411407
49.7500,0.518079,0.367518,0.203654,0.405738
49.8000,0.248796,0.376360,-0.263684,0.388855
49.8500,0.245164,0.374493,-0.116145,0.376881
49.9000,0.129850,0.378312,0.247433,0.371174
49.9500,-0.241656,0.372571,0.143014,0.372953
50.0000,0.050216,0.371493,-0.066591,0.372513
50.0500,0.208221,0.369754,0.148643,0.373158
50.1000,-0.312696,0.367726,0.182419,0.374734
50.1500,-0.476241,0.368049,0.130526,0.374719
50.2000,-0.416035,0.382449,0.254435,0.375525
50.2500,0.176811,0.404195,0.001607,0.377157
50.3000,0.033800,0.404337,-0.292448,0.373901
50.3500,-0.028150,0.397844,-0.525031,0.369487
50.4000,0.209811,0.395497,-0.965948,0.369397
50.4500,-0.079900,0.389237,-0.774827,0.370033
50.5000,-0.153629,0.379764,-0.233846,0.363217
50.5500,-0.472144,0.376608,-0.149016,0.367937
50.6000,-0.281290,0.374028,0.173902,0.368365
50.6500,-0.328066,0.375576,0.585434,0.368938
50.7000,-0.031090,0.368494,0.539930,0.354462
50.7500,0.746355,0.351124,0.487615,0.328338
50.8000,0.569383,0.343923,0.251946,0.333771
50.8500,0.408408,0.341748,-0.023964,0.340196
50.9000,0.392412,0.340184,0.205456,0.346553
50.9500,0.244417,0.340294,0.262590,0.348024
51.0000,0.059610,0.338213,0.033328,0.351534
51.0500,0.072059,0.338419,0.150099,0.354844
51.1000,-0.116775,0.340741,0.250057,0.354296
51.1500,-0.257134,0.349977,-0.004852,0.354425
51.2000,-0.666367,0.345839,-0.319397,0.356947
51.2500,-0.928137,0.340101,-0.435496,0.360395
51.3000,-0.070228,0.339417,-0.375057,0.385389
51.3500,0.170903,0.340382,-0.289169,0.387022
51.4000,-0.068289,0.340880,-0.001487,0.380884
51.4500,-0.233249,0.339496,0.202413,0.364567
51.5000,-0.255627,0.346404,-0.204467,0.347223
51.5500,0.274121,0.345573,-0.431408,0.346323
51.6000,0.414352,0.343455,-0.115339,0.349404
51.6500,0.223342,0.341022,-0.170664,0.353845
51.7000,0.411758,0.337199,-0.324889,0.342564
51.7500,0.497178,0.340273,0.065591,0.340308
51.8000,0.251389,0.328436,0.434675,0.333272
51.8500,0.027626,0.337343,0.497059,0.343123
51.9000,-0.127987,0.333784,0.438745,0.345792
51.9500,-0.141180,0.328265,0.321112,0.344361
52.0000,0.022737,0.326046,0.348035,0.344301
52.0500,0.090640,0.331186,0.316693,0.345020
52.1000,-0.328675,0.338270,0.078547,0.357884
52.1500,-0.599448,0.354313,0.192378,0.361206
52.2000,-0.329790,0.356579,0.301002,0.367453
52.2500,-0.108188,0.349117,-0.407600,0.369588
52.3000,-0.110514,0.322072,-0.874210,0.368120
52.3500,0.167429,0.322387,-0.370475,0.378429
52.4000,0.121230,0.321528,-0.287073,0.382650
52.4500,-0.073626,0.322930,-0.659053,0.389274
52.5000,0.447922,0.331980,-0.306928,0.390158
52.5500,0.005310,0.340322,0.170504,0.392955
52.6000,-0.403831,0.361368,0.331811,0.400366
52.6500,-0.104172,0.372716,0.397874,0.400407
52.7000,0.036387,0.372040,-0.143622,0.404727
52.7500,0.293870,0.377300,-0.477864,0.403962
52.8000,0.482181,0.382881,0.208469,0.405695
52.8500,0.753219,0.380874,0.580220,0.402327
52.9000,0.262440,0.385929,0.275617,0.394806
52.9500,0.064482,0.385666,-0.041431,0.388830
53.0000,-0.014554,0.385041,-0.259369,0.391755
53.0500,-0.376922,0.385215,0.146354,0.395300
53.1000,-0.446812,0.390245,0.627113,0.392247
53.1500,-0.684977,0.391141,0.400565,0.395037
53.2000,-0.363518,0.380127,0.432032,0.408785
53.2500,-0.477646,0.377186,0.408106,0.407575
53.3000,-0.342331,0.377064,-0.381118,0.433472
53.3500,0.115103,0.376678,-0.675425,0.420405
53.4000,-0.080866,0.376501,-0.464044,0.416492
53.4500,0.204216,0.379878,-0.457892,0.414502
53.5000,0.545351,0.380198,-0.263050,0.403993
53.5500,0.543400,0.374701,-0.362813,0.401815
53.6000,0.825011,0.386765,-0.653561,0.401947
53.6500,0.716406,0.383219,-0.121080,0.405580
53.7000,-0.170949,0.384141,0.414400,0.410301
53.7500,-0.575452,0.384275,0.283160,0.416985
53.8000,-0.648954,0.382437,0.248704,0.416714
53.8500,-0.018215,0.375864,0.278133,0.415441
53.9000,0.399609,0.357083,0.035633,0.416228
53.9500,-0.089826,0.354879,0.021718,0.425366
54.0000,0.013527,0.363304,0.443539,0.436182
54.0500,-0.077502,0.368169,0.485325,0.443125
54.1000,-0.410064,0.365287,0.041352,0.444591
54.1500,-0.369776,0.359186,0.310221,0.438331
54.2000,-0.105151,0.347647,0.700064,0.437101
54.2500,-0.132008,0.358132,-0.223804,0.433111
54.3000,0.089038,0.350594,-1.029144,0.431409
54.3500,0.017039,0.355637,-0.553900,0.433921
54.4000,-0.150190,0.356603,-0.054630,0.433496
54.4500,0.345603,0.357068,0.120891,0.427606
54.5000,-0.124039,0.365326,0.285796,0.422881
54.5500,0.174682,0.381138,0.149113,0.421078
54.6000,0.613711,0.380652,-0.182792,0.417683
54.6500,0.226122,0.360115,-0.479999,0.407239
54.7000,0.199713,0.344569,-0.562332,0.411815
54.7500,0.074403,0.358278,-0.497329,0.407187
54.8000,0.169017,0.352337,-0.468094,0.404988
54.8500,-0.167806,0.341481,0.001231,0.403419
54.9000,-0.054257,0.345456,0.602909,0.403082
54.9500,0.067371,0.342135,0.625533,0.406333
55.0000,-0.502240,0.342869,0.619481,0.406693
55.0500,-0.382229,0.342863,0.563538,0.402526
55.1000,-0.235384,0.343635,0.273439,0.402964
55.1500,-0.135748,0.339930,0.408273,0.406426
55.2000,-0.367147,0.336302,0.341003,0.403638
55.2500,-0.659966,0.335918,-0.210517,0.389003
55.3000,0.095437,0.339212,-0.325885,0.389093
55.3500,0.513046,0.340054,-0.484131,0.362551
55.4000,0.203569,0.340166,-0.664155,0.355669
55.4500,0.142005,0.344103,-0.085885,0.355801
55.5000,0.535039,0.346098,0.211873,0.360354
55.5500,0.883939,0.345562,-0.082472,0.371304
55.6000,0.529245,0.344703,-0.122081,0.393382
55.6500,0.238552,0.335292,-0.271870,0.405234
55.7000,-0.253131,0.344452,-0.410254,0.399828
55.7500,-0.651358,0.345993,-0.127827,0.390178
55.8000,-0.397560,0.346247,-0.083288,0.382444
55.8500,-0.335169,0.350129,-0.099375,0.375885
55.9000,-0.335083,0.360048,0.257277,0.382736
55.9500,-0.257045,0.380838,0.330424,0.382603
56.0000,0.169337,0.396039,0.111596,0.373061
56.0500,0.002038,0.390361,0.241823,0.360321
56.1000,-0.166557,0.385882,0.500011,0.349458
56.1500,0.253616,0.391816,0.341467,0.348412
56.2000,0.190105,0.392116,-0.060205,0.345931
56.2500,-0.021862,0.388833,-0.120363,0.341894
56.3000,-0.329563,0.376078,0.230109,0.340412
56.3500,-0.177151,0.376093,0.491104,0.339401
56.4000,0.058369,0.370442,0.322742,0.330890
56.4500,0.364691,0.382063,-0.082675,0.316510
56.5000,0.419423,0.393278,-0.385104,0.316232
56.5500,-0.013091,0.384337,-0.640425,0.314498
56.6000,0.078858,0.358695,-0.845239,0.314237
56.6500,0.338011,0.349054,-0.649221,0.315055
56.7000,0.553559,0.359940,-0.227935,0.328038
56.7500,0.288969,0.364059,-0.060540,0.330296
56.8000,-0.112920,0.350379,-0.048452,0.333552
56.8500,-0.373365,0.346555,0.123155,0.349850
56.9000,-0.562995,0.342579,0.461631,0.351935
56.9500,-0.796532,0.338624,0.599418,0.357925
57.0000,-0.699097,0.349274,0.309327,0.368557
57.0500,-0.262970,0.349074,-0.025677,0.381469
57.1000,0.059648,0.349605,-0.038142,0.381457
57.1500,0.494596,0.351307,0.211783,0.373407
57.2000,0.167556,0.365106,0.309914,0.375556
57.2500,0.172211,0.364797,0.049426,0.381475
57.3000,0.188557,0.364817,0.053596,0.381648
57.3500,-0.097864,0.361384,0.279296,0.381289
57.4000,0.300393,0.360379,-0.021836,0.374390
57.4500,0.632437,0.361966,-0.243778,0.374285
57.5000,0.613734,0.357524,-0.012909,0.374697
57.5500,-0.035142,0.351590,0.006457,0.372106
57.6000,0.013026,0.354001,-0.008969,0.385318
57.6500,0.018604,0.356485,-0.189729,0.364383
57.7000,-0.611032,0.353219,-0.645157,0.359355
57.7500,-0.431660,0.344679,-0.478812,0.357868
57.8000,-0.153476,0.345178,-0.323992,0.371203
57.8500,-0.220872,0.364795,-0.680880,0.379016
57.9000,0.001142,0.373502,-0.264313,0.379059
57.9500,-0.042773,0.371839,0.490420,0.372145
58.0000,-0.605340,0.351709,0.652593,0.366798
58.0500,-0.151469,0.335921,0.639918,0.373691
58.1000,0.123349,0.333431,0.241062,0.374459
58.1500,0.276885,0.343439,-0.029379,0.378171
58.2000,0.685289,0.337422,0.427303,0.377005
58.2500,0.163973,0.342801,0.432833,0.377036
58.3000,-0.033084,0.365697,0.141138,0.385984
58.3500,-0.079985,0.376508,0.204219,0.401069
58.4000,0.040470,0.376964,-0.165631,0.408766
58.4500,0.224481,0.375125,-0.317690,0.410965
58.5000,-0.044318,0.362299,0.139611,0.410009
58.5500,-0.058448,0.351961,-0.262618,0.413758
58.6000,0.264378,0.356731,-0.905789,0.417643
58.6500,0.280356,0.367975,-0.266331,0.427491
58.7000,0.138566,0.372307,0.521803,0.443211
58.7500,0.249126,0.360907,0.090697,0.448543
58.8000,-0.312437,0.355159,-0.634263,0.445573
58.8500,-0.764056,0.354639,-0.492616,0.446778
58.9000,-0.634799,0.354486,-0.128400,0.437849
58.9500,-0.515883,0.355030,-0.012332,0.436506
59.0000,-0.193162,0.362077,0.444210,0.434750
59.0500,-0.208879,0.349808,0.552213,0.422929
59.1000,0.028688,0.350277,-0.155670,0.416083
59.1500,0.530367,0.350277,-0.340572,0.415122
59.2000,0.276857,0.349976,0.093612,0.415123
59.2500,0.422009,0.340128,0.311432,0.411360
59.3000,0.833521,0.341802,0.531396,0.420858
59.3500,0.603779,0.344636,0.699747,0.429205
59.4000,0.153802,0.346634,0.577571,0.429393
59.4500,-0.183122,0.349023,0.272736,0.429745
59.5000,-0.110401,0.348517,-0.165042,0.427392
59.5500,-0.271863,0.357892,-0.356079,0.430080
59.6000,-0.373952,0.361142,-0.363942,0.428373
59.6500,-0.578148,0.359221,-0.584227,0.404420
59.7000,-0.363098,0.357128,-0.772773,0.402637
59.7500,0.175099,0.356535,-0.781776,0.395253
59.8000,-0.132549,0.361918,-0.347005,0.400053
59.8500,0.091774,0.385192,0.386068,0.392298
59.9000,-0.210595,0.368112,0.373831,0.387573
59.9500,-0.125715,0.354551,0.147373,0.395652
60.0000,0.457210,0.345280,0.421636,0.399162
60.0500,-0.091275,0.352225,0.101023,0.395493
60.1000,-0.190774,0.362673,-0.417112,0.388669
60.1500,-0.123320,0.363206,-0.159286,0.387911
60.2000,0.260817,0.353919,0.029998,0.386772
60.2500,0.437030,0.364602,0.234653,0.401095
60.3000,0.271438,0.370661,0.715127,0.415567
60.3500,0.284385,0.349821,0.557535,0.415200
60.4000,0.250998,0.336974,0.219873,0.400834
60.4500,0.264150,0.338055,0.199582,0.390556
60.5000,-0.189571,0.343676,-0.134960,0.388666
60.5500,-0.522953,0.361639,-0.337616,0.400206
60.6000,-0.315010,0.371668,-0.094385,0.405130
60.6500,0.114697,0.385545,-0.050662,0.401319
60.7000,0.130895,0.376765,-0.109287,0.391323
60.7500,0.043151,0.372473,-0.175324,0.372534
60.8000,-0.469707,0.378069,-0.405889,0.352827
60.8500,-0.900300,0.382359,-0.387743,0.349957
60.9000,-0.237124,0.383611,-0.302625,0.350313
60.9500,0.034220,0.383733,-0.525296,0.349842
61.0000,-0.011392,0.383478,-0.338415,0.356463
61.0500,0.485719,0.376778,0.278887,0.356085
61.1000,0.591504,0.376561,0.292513,0.356717
61.1500,-0.129136,0.375579,0.009304,0.351102
61.2000,0.090812,0.376505,0.282514,0.355365
61.2500,0.625582,0.374301,0.686609,0.365451
61.3000,0.600629,0.368391,0.762591,0.376067
61.3500,0.281324,0.368934,0.519502,0.361923
61.4000,-0.052896,0.367988,0.094878,0.351850
61.4500,0.231455,0.366089,-0.009729,0.352030
61.5000,-0.436609,0.364791,-0.118434,0.364781
61.5500,-0.729138,0.363823,-0.632816,0.371126
61.6000,-0.612748,0.354560,-0.537963,0.367792
61.6500,-0.755412,0.361064,0.080251,0.376678
61.7000,-0.244626,0.377167,0.128250,0.398949
61.7500,0.002988,0.384708,0.093572,0.400560
61.8000,0.450396,0.389853,0.158357,0.399635
61.8500,0.388971,0.382973,-0.194274,0.397895
61.9000,0.218560,0.363165,-0.399059,0.399492
61.9500,0.219456,0.365419,-0.355298,0.401694
62.0000,-0.088224,0.379079,-0.462015,0.393545
62.0500,0.014651,0.390599,-0.408313,0.394035
62.1000,-0.040209,0.383179,-0.169325,0.392890
62.1500,0.078302,0.372220,0.105151,0.390424
62.2000,0.209140,0.372545,0.385814,0.396616
62.2500,0.013940,0.373034,0.546779,0.394162
62.3000,0.104963,0.361428,0.614658,0.380191
62.3500,0.300163,0.349163,0.288852,0.365240
62.4000,0.228712,0.360037,-0.126725,0.361500
62.4500,-0.076362,0.371038,0.231382,0.362676
62.5000,-0.175700,0.369709,0.643894,0.365541
62.5500,0.083957,0.363700,0.457869,0.367326
62.6000,-0.025064,0.345478,0.113886,0.353782
62.6500,-0.538569,0.343637,-0.529281,0.343818
62.7000,-0.707507,0.330853,-0.843101,0.344664
62.7500,-0.502687,0.329359,-0.254423,0.344570
62.8000,-0.406498,0.333618,-0.020260,0.345086
62.8500,-0.051202,0.330254,-0.328374,0.345186
62.9000,0.452310,0.330948,-0.450072,0.350749
62.9500,0.351535,0.331757,-0.404876,0.370427
63.0000,0.646616,0.330652,0.101087,0.385567
63.0500,0.603062,0.333315,0.361049,0.387037
63.1000,0.022756,0.334487,-0.202086,0.381763
63.1500,0.102325,0.334429,-0.079729,0.391386
63.2000,0.163072,0.334319,0.447107,0.396053
63.2500,0.152328,0.332787,0.015963,0.391474
63.3000,0.204581,0.333230,-0.166978,0.385712
63.3500,0.058496,0.336990,0.352989,0.386748
63.4000,-0.628751,0.333765,0.398052,0.388815
63.4500,-0.576665,0.332096,0.209504,0.388317
63.5000,-0.114947,0.334665,0.292650,0.386645
63.5500,-0.099745,0.333740,0.260148,0.375188
63.6000,-0.042573,0.333598,-0.003194,0.368311
63.6500,-0.568714,0.335589,-0.066514,0.369784
63.7000,-0.465956,0.328013,0.174108,0.361729
63.7500,0.139326,0.325805,0.117427,0.337762
63.8000,0.340266,0.328441,-0.152853,0.340270
63.8500,0.333603,0.324685,-0.167038,0.357049
63.9000,0.412432,0.343263,-0.443243,0.354217
63.9500,0.264094,0.359447,-0.860872,0.369824
64.0000,0.134698,0.362690,-0.771700,0.379873
64.0500,0.283349,0.360981,-0.509898,0.396392
64.1000,-0.179745,0.359315,-0.022110,0.399712
64.1500,-0.005499,0.360424,0.577671,0.399902
64.2000,0.055790,0.363808,0.402163,0.405459
64.2500,0.042716,0.364815,0.031905,0.400570
64.3000,0.110970,0.367143,0.339647,0.400607
64.3500,-0.338102,0.378405,0.640791,0.399759
64.4000,0.037605,0.383953,0.386197,0.399305
64.4500,-0.082190,0.372982,-0.014571,0.397461
64.5000,-0.275804,0.363018,0.019837,0.397072
64.5500,0.074285,0.362828,0.238200,0.403659
64.6000,-0.056163,0.362615,-0.003071,0.413435
64.6500,-0.235041,0.364969,-0.239919,0.413658
64.7000,-0.289720,0.355624,-0.196359,0.413529
64.7500,-0.664373,0.352293,-0.153132,0.414283
64.8000,-0.568672,0.354024,0.366695,0.414527
64.8500,0.254320,0.350831,0.692902,0.428254
64.9000,0.715105,0.347018,-0.158877,0.448721
64.9500,0.819068,0.347253,-0.816002,0.456488
65.0000,0.468595,0.344927,-0.687611,0.436789
65.0500,0.606147,0.348658,-0.732108,0.421489
65.1000,0.560793,0.348725,-0.488600,0.414910
65.1500,-0.182328,0.361791,0.216916,0.416710
65.2000,-0.333085,0.362710,0.435701,0.406942
65.2500,-0.238100,0.383452,0.195859,0.404651
65.3000,-0.305058,0.399403,-0.038042,0.404627
65.3500,-0.621368,0.399525,0.008649,0.401289
65.4000,-0.420533,0.396051,0.331242,0.396054
65.4500,-0.234186,0.402456,0.313394,0.392146
65.5000,-0.178525,0.402264,0.176691,0.404924
65.5500,-0.086981,0.400315,0.549443,0.407143
65.6000,-0.059930,0.400167,0.628646,0.413297
65.6500,0.268393,0.400158,0.087003,0.428577
65.7000,0.217605,0.403229,0.006470,0.428338
65.7500,0.347051,0.401638,0.236395,0.427389
65.8000,0.263672,0.389645,-0.148604,0.426720
65.8500,0.153328,0.391994,-0.705474,0.424727
65.9000,0.047019,0.398661,-0.873974,0.413280
65.9500,-0.420458,0.382718,-0.696206,0.422267
66.0000,0.060985,0.364416,-0.140141,0.420071
66.0500,0.352487,0.358080,0.238992,0.409420
66.1000,0.286720,0.345768,0.185448,0.393133
66.1500,0.642594,0.334492,0.248733,0.385797
66.2000,0.165360,0.333446,0.062054,0.385933
66.2500,-0.798534,0.336468,-0.292409,0.380112
66.3000,-0.716812,0.354287,-0.014160,0.380988
66.3500,0.127631,0.366360,-0.071208,0.381198
66.4000,-0.031847,0.361586,-0.489382,0.381670
66.4500,-0.459434,0.355605,0.151186,0.380361
66.5000,-0.020809,0.353736,0.646359,0.386881
66.5500,-0.109250,0.355009,0.272564,0.395353
66.6000,0.025850,0.356922,0.513562,0.390626
66.6500,-0.053288,0.359633,0.726231,0.378099
66.7000,-0.395507,0.368375,0.221703,0.377952
66.7500,0.177235,0.376208,0.072621,0.378366
66.8000,0.228701,0.374984,0.004758,0.379624
66.8500,0.631416,0.373877,-0.254760,0.379009
66.9000,0.529907,0.375804,-0.294642,0.366210
66.9500,0.024481,0.377440,-0.577149,0.339980
67.0000,0.332028,0.372335,-0.768136,0.322132
67.0500,0.178571,0.372261,-0.332495,0.322819
67.1000,0.110074,0.370238,0.008569,0.329070
67.1500,0.001527,0.370677,-0.066686,0.333857
67.2000,-0.067839,0.356949,-0.226659,0.343104
67.2500,-0.440393,0.357508,-0.083562,0.360948
67.3000,-0.749225,0.337625,0.256350,0.359675
67.3500,-0.670657,0.322017,0.089473,0.363799
67.4000,-0.493570,0.331073,-0.121798,0.371668
67.4500,-0.031441,0.331078,0.262353,0.366425
67.5000,0.022225,0.326950,0.550742,0.365670
67.5500,0.262409,0.331122,0.550382,0.351634
67.6000,0.251789,0.332181,0.386739,0.356979
67.6500,0.288519,0.334231,0.019503,0.382091
67.7000,0.577024,0.351570,-0.054764,0.388637
67.7500,0.535237,0.349112,-0.113499,0.388596
67.8000,0.287674,0.348144,-0.308177,0.401316
67.8500,-0.188495,0.359570,0.054539,0.402113
67.9000,-0.287620,0.358159,0.326546,0.400668
67.9500,-0.229664,0.348617,0.066025,0.400690
68.0000,-0.140923,0.350317,-0.013361,0.391434
68.0500,-0.038087,0.351218,-0.194490,0.373885
68.1000,0.250344,0.364155,-0.473471,0.370521
68.1500,0.309082,0.367965,-0.405602,0.370663
68.2000,0.058353,0.369667,-0.564385,0.371549
68.2500,-0.209089,0.370961,-0.720371,0.373434
68.3000,-0.266383,0.364708,-0.218835,0.373425
68.3500,-0.302819,0.345874,0.350044,0.371324
68.4000,-0.508707,0.330226,0.492270,0.374687
68.4500,-0.033971,0.321103,0.284320,0.383193
68.5000,-0.315777,0.321284,0.014155,0.381373
68.5500,-0.336128,0.321849,0.070634,0.383025
68.6000,0.201864,0.320722,0.479138,0.378143
68.6500,0.238088,0.344868,1.012281,0.381060
68.7000,0.700252,0.363601,0.856888,0.395258
68.7500,0.292933,0.354530,-0.218748,0.396876
68.8000,0.061272,0.344797,-0.645934,0.396515
68.8500,0.619549,0.346694,-0.162061,0.394007
68.9000,0.597627,0.353450,-0.131705,0.394175
68.9500,0.065597,0.350698,-0.295856,0.390963
69.0000,-0.222054,0.351039,-0.180223,0.391512
69.0500,-0.369004,0.350702,-0.198441,0.393503
69.1000,-0.641355,0.352273,-0.088799,0.398306
69.1500,-0.355630,0.350314,0.066242,0.403131
69.2000,-0.226922,0.349561,-0.177240,0.404754
69.2500,-0.209468,0.353990,-0.330070,0.395546
69.3000,-0.073147,0.352907,-0.081912,0.379462
69.3500,-0.112383,0.358050,0.039436,0.378761
69.4000,-0.126515,0.355377,-0.332981,0.374802
69.4500,-0.002498,0.352877,-0.528335,0.367738
69.5000,0.075811,0.355257,0.108592,0.365869
69.5500,-0.124057,0.352428,0.595887,0.369272
69.6000,0.197937,0.349738,0.388040,0.378621
69.6500,0.849885,0.351857,0.490246,0.377667
69.7000,0.792073,0.356287,0.672530,0.343712
69.7500,0.256700,0.351112,0.235725,0.317559
69.8000,-0.086091,0.369546,-0.033719,0.317715
69.8500,-0.369511,0.372070,0.116928,0.301898
69.9000,-0.479027,0.360413,0.091662,0.301427
69.9500,-0.057211,0.349175,-0.056959,0.307382
70.0000,0.250096,0.359035,-0.148214,0.352518
70.0500,-0.100842,0.363717,-0.253494,0.358300
70.1000,-0.216157,0.385847,-0.440160,0.369236
70.1500,-0.078985,0.385482,-0.618646,0.377526
70.2000,-0.271915,0.381513,-0.467207,0.393198
70.2500,-0.362157,0.379871,-0.127998,0.426338
70.3000,-0.111033,0.383555,-0.088677,0.430394
70.3500,0.469979,0.383736,-0.161602,0.430892
70.4000,0.116164,0.384885,0.013739,0.430905
70.4500,-0.431494,0.404405,0.165157,0.433648
70.5000,-0.265055,0.406027,0.156965,0.425775
70.5500,-0.132875,0.405978,0.320544,0.425454
70.6000,0.188502,0.406625,0.540059,0.431786
70.6500,0.318916,0.405770,0.447207,0.435503
70.7000,0.430472,0.383529,0.143007,0.428859
70.7500,0.583312,0.366964,-0.158693,0.415882
70.8000,0.794023,0.366670,-0.227894,0.414593
70.8500,0.283746,0.370156,-0.124088,0.416769
70.9000,-0.183738,0.365630,-0.120947,0.424310
70.9500,-0.173796,0.358711,0.407405,0.424863
71.0000,-0.539066,0.358645,1.144000,0.426539
71.0500,-0.433638,0.358695,0.448299,0.429265
71.1000,-0.903483,0.363307,-0.604640,0.429849
71.1500,-0.632297,0.365002,-0.511578,0.425073
71.2000,-0.040598,0.368312,-0.706845,0.414828
71.2500,-0.015124,0.366727,-1.070015,0.409202
71.3000,0.398983,0.367225,-0.501403,0.410064
71.3500,-0.105108,0.366846,-0.155876,0.414545
71.4000,0.221011,0.360689,0.045165,0.414140
71.4500,0.804798,0.363078,0.456171,0.416173
71.5000,0.232124,0.367021,0.041720,0.415438
71.5500,0.064317,0.369079,-0.024091,0.419860
71.6000,0.192225,0.368498,0.760007,0.419226
71.6500,-0.103441,0.369062,0.531749,0.411243
71.7000,0.050470,0.365755,-0.069810,0.409550
71.7500,0.343033,0.359532,0.053502,0.411489
71.8000,-0.238879,0.348764,0.108027,0.417380
71.8500,-0.335742,0.328602,0.274447,0.430778
71.9000,-0.000504,0.326184,0.523182,0.438050
71.9500,0.154869,0.335743,0.166321,0.443216
72.0000,0.036462,0.346631,-0.248439,0.440312
72.0500,-0.253032,0.358618,-0.342989,0.409477
72.1000,-0.382983,0.367431,-0.291220,0.418792
72.1500,-0.311976,0.339606,-0.162330,0.411812
72.2000,-0.325240,0.325200,-0.172931,0.406385
72.2500,-0.161777,0.331897,-0.167983,0.398086
72.3000,0.382269,0.334605,-0.212952,0.368396
72.3500,-0.030541,0.330128,-0.399171,0.359978
72.4000,-0.192871,0.335967,-0.111252,0.363074
72.4500,0.290527,0.338439,0.263416,0.363077
72.5000,0.551547,0.325485,-0.047223,0.357134
72.5500,0.363831,0.328118,-0.419622,0.358163
72.6000,-0.009567,0.328706,-0.284491,0.359307
72.6500,0.229308,0.327583,0.140889,0.340092
72.7000,0.045418,0.341625,0.378164,0.333802
72.7500,0.016729,0.350479,0.292770,0.333959
72.8000,0.165920,0.352523,0.474757,0.337098
72.8500,0.265575,0.350843,0.719608,0.343399
72.9000,0.124906,0.347674,0.523868,0.340759
72.9500,-0.541455,0.350087,0.448639,0.330840
73.0000,-0.578651,0.353942,0.246583,0.334470
73.0500,-0.798252,0.355640,-0.484157,0.337242
73.1000,-0.671095,0.356262,-0.719235,0.334462
73.1500,-0.098474,0.356177,-0.357614,0.331445
73.2000,0.084372,0.360358,-0.282218,0.330912
73.2500,0.426717,0.357102,-0.475286,0.334888
73.3000,0.272433,0.360270,-0.460327,0.349722
