# Q1: rank of nearest local minimum (within +/- 1 tau-unit) among all local minima
Q,character,probe,tau_target,tau_min_nearest,env_min,rank,n_minima
Q1,chi_5,tau_alpha (137),137.0,137.0,0.30614795312013804,2,15
Q1,chi_5,tau_digit (140.5),140.5,140.85,0.3287069003920289,5,15
Q1,chi_5,tau_e5 (142),142.0,142.05,0.33817870682314394,10,15
Q1,chi_4,tau_alpha (137),137.0,137.5,0.3907848660823971,12,13
Q1,chi_4,tau_digit (140.5),140.5,140.0,0.35514070783451723,4,13
Q1,chi_4,tau_e5 (142),142.0,141.5,0.3856767351691017,11,13

# Q2: window-width sensitivity (chi_5)
Q,window_tau,env_137,env_140p5,env_142,baseline_mean,baseline_std,z_137,z_140p5,z_142
Q2,0.5,0.2603089490733778,0.3721435121255576,0.42159002945743884,0.35565970019027615,0.05486060377915235,-1.7380550804862396,0.30046719867755917,1.2017791406848672
Q2,0.75,0.29462244356469797,0.3682349310049928,0.3642690819227359,0.35806771935767695,0.03575256607376255,-1.7745656538913177,0.2843771164939461,0.17345223703005408
Q2,1.0,0.30614795312013804,0.35260989126098646,0.33893384262103876,0.3591666713002893,0.022045698483790555,-2.404946172113081,-0.2974176592374153,-0.9177676404368421
Q2,1.25,0.3727063751064907,0.3457828993960274,0.34648351683219347,0.35935316787979926,0.0189253208852177,0.7055736231728268,-0.7170429799354893,-0.6800228712453743
Q2,1.5,0.36642776933709914,0.35453713995665986,0.35858661323922003,0.35945974153766164,0.016806882583761163,0.41459370973234644,-0.2928920075730165,-0.051950639512721025
Q2,2.0,0.36877200956937173,0.37052343366087714,0.35946560319351867,0.3596784003441733,0.010994545737817281,0.827101859599317,0.9864012188699004,-0.01935479243336963

# Q3: zero-count truncation (chi_5)
Q,N_zeros,env_137,baseline_mean,baseline_std,z_137
Q3,10,0.28526655988586486,0.33351004068004636,0.02255015845920614,-2.1393854451823606
Q3,15,0.29562530579035523,0.34626822316667866,0.022568012518282343,-2.2440131728612616
Q3,20,0.30308469072114014,0.35392724860716795,0.022389008185453727,-2.2708713787089745
Q3,25,0.30614795312013804,0.3591666713002893,0.022045698483790555,-2.404946172113081
