# Critical-line null test, N=200 extension (Task 3)
# Seed: 42  N: 200  t-range: [14.0, 400.0]  dps: 50
# Rejection: |t-gamma_k| >= 0.1 for k <= 250  (rejected 25, acceptance 88.9%)
index,t,phase_radians,magnitude_ratio,direction,residual
1,23.654151515949437,2.588018294692747986954110653190234364162,2.2743984451825091864,+,0.0
2,120.16131689048004,2.588018294692747986954110653190234364162,0.073625160956833708777,+,2.13821e-50
3,100.15934492544558,-0.553574358897045251508532730089268520035,0.23832664228024002802,-,3.34096e-50
4,298.27788866730879,-0.553574358897045251508532730089268520035,0.74199466069018342206,-,2.95341e-49
5,275.20600214524376,2.588018294692747986954110653190234364162,0.18933802440773415721,+,5.34553e-51
6,358.38131313407035,-0.553574358897045251508532730089268520035,2.3442762529510972491,-,9.48831e-50
7,47.558389394954638,-0.553574358897045251508532730089268520035,0.78063972457127488516,-,3.20732e-50
8,176.86182239851439,2.588018294692747986954110653190234364162,14.609167415099270727,+,2.13821e-50
9,25.501726703095152,-0.553574358897045251508532730089268520035,68.718709983443101093,-,1.00229e-49
10,98.394258274190904,-0.553574358897045251508532730089268520035,201.14932621271498866,-,4.0626e-49
11,209.06714120789789,-0.553574358897045251508532730089268520035,17.434023474223655076,-,1.51679e-48
12,24.242884297971358,2.588018294692747986954110653190234364162,22.650665954659576404,+,5.88008e-50
13,90.751333165046319,2.588018294692747986954110653190234364162,0.40526271459061740329,+,2.19167e-49
14,264.85539298289598,2.588018294692747986954110653190234364162,0.15873633824125621808,+,7.37683e-49
15,224.34741151284163,-0.553574358897045251508532730089268520035,55.971536182820720231,-,1.72928e-48
16,99.090080107708928,2.588018294692747986954110653190234364162,207.36034726779221936,+,2.49636e-48
17,241.45655397610076,-0.553574358897045251508532730089268520035,12.036138151392432988,-,1.84421e-49
18,326.44015627764111,-0.553574358897045251508532730089268520035,1.3071026444422730357,-,3.24741e-49
19,16.508521235731553,-0.553574358897045251508532730089268520035,1.0112545611682885567,-,2.40549e-50
20,325.04623120746385,-0.553574358897045251508532730089268520035,2.6087756036886701672,-,2.00457e-49
21,283.48180646545558,-0.553574358897045251508532730089268520035,12.41653689944022195,-,8.25617e-48
22,145.33669937594487,-0.553574358897045251508532730089268520035,0.4037488446021791994,-,5.97363e-49
23,74.015086927347681,-0.553574358897045251508532730089268520035,0.13368606038837328532,-,1.38984e-49
24,143.92549441347393,-0.553574358897045251508532730089268520035,5.9770257673037795665,-,1.18938e-49
25,51.332521457717107,2.588018294692747986954110653190234364162,1.2270352665148570077,+,1.60366e-50
26,325.55151348391075,-0.553574358897045251508532730089268520035,1.5946688151355636205,-,5.34553e-51
27,295.67646966381369,-0.553574358897045251508532730089268520035,0.071164282314960275588,-,6.44136e-49
28,220.98404330151448,2.588018294692747986954110653190234364162,5.6705855603270731707,+,8.17866e-49
29,389.62268489603707,-0.553574358897045251508532730089268520035,51.131334226300358526,-,9.04731e-49
30,160.11426960242443,2.588018294692747986954110653190234364162,1.654794701061088151,+,5.88008e-50
31,227.08768367146561,-0.553574358897045251508532730089268520035,0.10885141939256483695,-,1.65711e-49
32,252.74862441259899,-0.553574358897045251508532730089268520035,5.13447673462888246,-,7.61738e-50
33,346.61886351996003,-0.553574358897045251508532730089268520035,0.038436771172563982066,-,3.96906e-49
34,236.85792806911016,-0.553574358897045251508532730089268520035,0.12957993346189107255,-,9.35468e-51
35,285.96472877896048,2.588018294692747986954110653190234364162,0.95312218531084711849,+,6.94919e-50
36,31.688212091085614,-0.553574358897045251508532730089268520035,0.054997095706918205802,-,2.88659e-49
37,101.96873440149709,-0.553574358897045251508532730089268520035,0.029839501999799395003,-,3.32759e-49
38,125.70375395041337,-0.553574358897045251508532730089268520035,3.3170442494983563087,-,6.01372e-50
39,44.799703092520211,-0.553574358897045251508532730089268520035,9.8457219319095395766,-,9.35468e-51
40,103.85728213535765,2.588018294692747986954110653190234364162,2.3380734991887904254,+,1.06911e-50
41,259.37419548605851,-0.553574358897045251508532730089268520035,3.9829280547135047975,-,1.1092e-49
42,154.82522108245252,-0.553574358897045251508532730089268520035,2.0933159768531605147,-,2.37876e-49
43,156.88985330711671,-0.553574358897045251508532730089268520035,5.0906541701160190198,-,6.50818e-49
44,94.869713877794254,-0.553574358897045251508532730089268520035,0.055053077427720397828,-,5.61281e-50
45,117.05343931095776,-0.553574358897045251508532730089268520035,0.58840394051373225589,-,1.33638e-51
46,375.54867085702267,-0.553574358897045251508532730089268520035,0.18003645526192669995,-,1.8843e-49
47,264.14165870518514,-0.553574358897045251508532730089268520035,1.0800888967789020794,-,2.01794e-49
48,249.12456818745744,-0.553574358897045251508532730089268520035,0.34608723572373980081,-,1.02901e-49
49,80.059518204465434,-0.553574358897045251508532730089268520035,1.9912682654590727194,-,7.21646e-50
50,295.44294400883479,-0.553574358897045251508532730089268520035,0.49871208409985698753,-,3.20732e-50
51,160.46980051845205,2.588018294692747986954110653190234364162,6.6108883186680579995,+,9.62195e-50
52,395.95601334572575,2.588018294692747986954110653190234364162,20.615489201063456655,+,1.81748e-49
53,261.03990730367985,2.588018294692747986954110653190234364162,8.9603277157158051465,+,1.81748e-49
54,228.98260109701346,-0.553574358897045251508532730089268520035,0.014608398440930392957,-,6.34782e-49
