n,t_n,nearest_minimum_t,delta_n,delta_n_null
628,973.873079,973.936000,0.062921,0.432409
629,974.774635,974.824000,0.049365,0.430106
630,976.178502,976.184000,0.005498,0.442390
631,976.917202,976.752000,0.165202,0.433937
632,978.766672,978.864000,0.097328,0.430745
633,980.578001,980.464000,0.114001,0.449855
634,981.288615,981.128000,0.160615,0.450057
635,982.396485,982.160000,0.236485,0.428530
636,983.575076,983.432000,0.143076,0.418770
637,985.186929,985.480000,0.293071,0.422580
638,986.130515,985.896000,0.234515,0.414623
639,986.756008,986.920000,0.163992,0.419341
640,988.992622,989.152000,0.159378,0.426571
641,990.223918,990.008000,0.215918,0.445682
642,991.374294,991.248000,0.126294,0.440250
643,992.728696,992.088000,0.640696,0.433101
644,993.214581,993.872000,0.657419,0.426824
645,994.404591,994.176000,0.228591,0.457588
646,996.205336,996.232000,0.026664,0.451066
647,997.511935,998.000000,0.488065,0.445601
648,998.827547,998.704000,0.123547,0.430124
649,999.791572,1000.016000,0.224428,0.422323
650,1001.349483,1001.312000,0.037483,0.430361
651,1002.404305,1002.512000,0.107695,0.435620
652,1003.267808,1002.512000,0.755808,0.437711
653,1004.675044,1004.312000,0.363044,0.417909
654,1005.543420,1005.744000,0.200580,0.424492
655,1008.006704,1007.720000,0.286704,0.436232
656,1008.795710,1008.952000,0.156290,0.430588
657,1009.806591,1008.952000,0.854591,0.431172
658,1010.569757,1011.776000,1.206243,0.446030
659,1012.410043,1012.248000,0.162043,0.407170
660,1013.058638,1013.352000,0.293362,0.424959
661,1014.689633,1014.616000,0.073633,0.426134
662,1016.060179,1016.096000,0.035821,0.414717
663,1017.266402,1017.032000,0.234402,0.426404
664,1018.605573,1019.808000,1.202427,0.448885
665,1019.912440,1019.920000,0.007560,0.451784
666,1020.917475,1021.048000,0.130525,0.414551
667,1021.544344,1021.872000,0.327656,0.418476
668,1022.885271,1023.272000,0.386729,0.426051
669,1025.265724,1024.936000,0.329724,0.444992
670,1025.707944,1025.640000,0.067944,0.445780
671,1027.467694,1026.784000,0.683694,0.429412
672,1028.128964,1028.920000,0.791036,0.430759
673,1029.227297,1028.992000,0.235297,0.436311
674,1030.897369,1030.392000,0.505369,0.442717
675,1031.833180,1031.696000,0.137180,0.449044
676,1032.812883,1031.696000,1.116883,0.429083
677,1034.612916,1035.328000,0.715084,0.426092
678,1036.195917,1036.464000,0.268083,0.410608
679,1037.024708,1036.464000,0.560708,0.419820
680,1038.087752,1037.960000,0.127752,0.468936
681,1039.077401,1038.616000,0.461401,0.457360
682,1040.264038,1040.248000,0.016038,0.443520
683,1041.621528,1041.856000,0.234472,0.428242
684,1043.623954,1043.608000,0.015954,0.413308
685,1044.514976,1044.312000,0.202976,0.413948
686,1045.107042,1045.440000,0.332958,0.418687
687,1047.089817,1046.672000,0.417817,0.443016
688,1047.987147,1046.672000,1.315147,0.424357
689,1048.953785,1049.328000,0.374215,0.424978
690,1049.996284,1050.328000,0.331716,0.421982
691,1051.576572,1052.216000,0.639428,0.454606
692,1053.245785,1053.056000,0.189785,0.428188
693,1054.781039,1054.208000,0.573039,0.430238
694,1055.002146,1055.576000,0.573854,0.432044
695,1056.688847,1057.104000,0.415153,0.438633
696,1057.100044,1057.104000,0.003956,0.426743
697,1059.133769,1058.912000,0.221769,0.439055
698,1060.139519,1060.136000,0.003519,0.429819
699,1061.501304,1061.888000,0.386696,0.433407
700,1062.915382,1062.296000,0.619382,0.447246
701,1064.071551,1064.096000,0.024449,0.420814
702,1065.121855,1065.072000,0.049855,0.433786
703,1066.463223,1065.744000,0.719223,0.426035
704,1067.418860,1067.384000,0.034860,0.440688
705,1067.990000,1067.384000,0.606000,0.444024
706,1070.535042,1070.200000,0.335042,0.431410
707,1071.618623,1071.800000,0.181377,0.448313
708,1072.543998,1072.040000,0.503998,0.433686
709,1073.570353,1072.040000,1.530353,0.441303
710,1074.747771,1075.288000,0.540229,0.428512
711,1076.266626,1076.232000,0.034626,0.433047
712,1076.924056,1077.024000,0.099944,0.406855
713,1078.647198,1079.032000,0.384802,0.428119
714,1079.809965,1079.744000,0.065965,0.408105
715,1081.171002,1080.840000,0.331002,0.399741
716,1082.952750,1083.048000,0.095250,0.430034
717,1083.295467,1083.048000,0.247467,0.439852
718,1084.183264,1084.640000,0.456736,0.416355
719,1085.647831,1085.448000,0.199831,0.434483
720,1086.911999,1087.616000,0.704001,0.464251
721,1088.755725,1089.232000,0.476275,0.429320
722,1089.795338,1089.544000,0.251338,0.467259
723,1090.863191,1091.616000,0.752809,0.448241
724,1091.728473,1091.616000,0.112473,0.446963
725,1093.440873,1093.496000,0.055127,0.441861
726,1094.284458,1094.584000,0.299542,0.425390
727,1095.433085,1095.416000,0.017085,0.433391
728,1096.401918,1096.392000,0.009918,0.427833
729,1098.841015,1099.264000,0.422985,0.457713
730,1099.360667,1099.264000,0.096667,0.430572
731,1100.574461,1099.496000,1.078461,0.435547
732,1101.839111,1102.488000,0.648889,0.431217
733,1102.551780,1102.488000,0.063780,0.445232
734,1103.732297,1103.704000,0.028297,0.429401
735,1105.617189,1107.016000,1.398811,0.435763
736,1106.774372,1107.016000,0.241628,0.445846
737,1107.774532,1108.048000,0.273468,0.420089
738,1109.158919,1108.048000,1.110919,0.422412
739,1110.444143,1111.464000,1.019857,0.432538
740,1111.443505,1111.464000,0.020495,0.437663
741,1112.432995,1111.856000,0.576995,0.426909
742,1113.397595,1113.152000,0.245595,0.438519
743,1115.065359,1116.784000,1.718641,0.422696
744,1116.787254,1116.784000,0.003254,0.428478
745,1117.965920,1117.336000,0.629920,0.433529
746,1118.684135,1119.016000,0.331865,0.423639
747,1119.473247,1119.568000,0.094753,0.417020
748,1121.155938,1121.312000,0.156062,0.441307
749,1122.458621,1123.568000,1.109379,0.460129
750,1123.101117,1123.568000,0.466883,0.453276
751,1125.314729,1124.888000,0.426729,0.436465
752,1125.763442,1126.368000,0.604558,0.437265
753,1127.658024,1126.992000,0.666024,0.453433
754,1128.430225,1128.552000,0.121775,0.436808
755,1129.728997,1129.808000,0.079003,0.420835
756,1130.391598,1129.808000,0.583598,0.417319
757,1131.495086,1131.240000,0.255086,0.433586
758,1133.708626,1133.664000,0.044626,0.434715
759,1134.885655,1135.056000,0.170345,0.448897
760,1135.562214,1135.416000,0.146214,0.411163
761,1136.929293,1136.512000,0.417293,0.443429
762,1138.151590,1137.984000,0.167590,0.424269
763,1138.992342,1139.080000,0.087658,0.425673
764,1140.721848,1141.064000,0.342152,0.409598
765,1141.261023,1141.064000,0.197023,0.415546
766,1142.858660,1142.696000,0.162660,0.432991
767,1144.782300,1143.856000,0.926300,0.418862
768,1145.485328,1146.320000,0.834672,0.417474
769,1146.576815,1146.688000,0.111185,0.440237
770,1147.501777,1147.104000,0.397777,0.448965
771,1148.615277,1148.840000,0.224723,0.420684
772,1149.982601,1149.776000,0.206601,0.410231
773,1151.562815,1151.888000,0.325185,0.435586
774,1152.943129,1152.848000,0.095129,0.438990
775,1153.890304,1153.664000,0.226304,0.456336
776,1154.697520,1155.536000,0.838480,0.472290
777,1156.621568,1155.888000,0.733568,0.446681
778,1157.432315,1157.528000,0.095685,0.445117
779,1158.001609,1158.296000,0.294391,0.440306
780,1159.480657,1160.216000,0.735343,0.412139
781,1161.396645,1161.288000,0.108645,0.442936
782,1162.487529,1161.288000,1.199529,0.443730
783,1163.701032,1165.776000,2.074968,0.430939
784,1164.737586,1165.776000,1.038414,0.421065
785,1165.271228,1165.776000,0.504772,0.420014
786,1166.943613,1167.112000,0.168387,0.426024
787,1168.086272,1168.032000,0.054272,0.436646
788,1169.698357,1169.440000,0.258357,0.439187
789,1170.463639,1170.240000,0.223639,0.430304
790,1172.120682,1172.200000,0.079318,0.425450
791,1173.305688,1173.208000,0.097688,0.421540
792,1174.232767,1174.056000,0.176767,0.454006
793,1175.215452,1175.472000,0.256548,0.449362
794,1176.632876,1176.712000,0.079124,0.476087
795,1177.106304,1177.304000,0.197696,0.476745
796,1179.701224,1179.792000,0.090776,0.425220
797,1180.653544,1180.120000,0.533544,0.431171
798,1181.267318,1181.872000,0.604682,0.439231
799,1182.582270,1183.024000,0.441730,0.470709
800,1183.712775,1184.000000,0.287225,0.435187
801,1185.155843,1185.272000,0.116157,0.437568
802,1185.875359,1186.160000,0.284641,0.434634
803,1187.345161,1186.752000,0.593161,0.411264
804,1188.856444,1188.792000,0.064444,0.416115
805,1189.963636,1189.240000,0.723636,0.407285
806,1191.482606,1191.624000,0.141394,0.422245
807,1192.218611,1191.624000,0.594611,0.420427
808,1193.324021,1193.304000,0.020021,0.423123
809,1193.857427,1193.568000,0.289427,0.419025
810,1196.034672,1195.952000,0.082672,0.437974
811,1197.071787,1197.288000,0.216213,0.429916
812,1198.686569,1197.984000,0.702569,0.444842
813,1199.356514,1200.528000,1.171486,0.457290
814,1200.532692,1200.528000,0.004692,0.438180
815,1201.810335,1202.568000,0.757665,0.428099
816,1203.137351,1203.584000,0.446649,0.409499
817,1203.855248,1203.584000,0.271248,0.420805
818,1204.985492,1204.856000,0.129492,0.437420
819,1206.870500,1206.848000,0.022500,0.409297
820,1208.471460,1207.944000,0.527460,0.431465
821,1208.989484,1209.512000,0.522516,0.426735
822,1209.898030,1209.920000,0.021970,0.431690
823,1211.416116,1211.544000,0.127884,0.437107
824,1212.113153,1211.544000,0.569153,0.437159
825,1213.598373,1213.552000,0.046373,0.446885
826,1215.389975,1215.808000,0.418025,0.433405
827,1216.183722,1215.936000,0.247722,0.438633
828,1217.174482,1216.960000,0.214482,0.426195
829,1219.050028,1219.920000,0.869972,0.422171
830,1219.614471,1219.920000,0.305529,0.431615
831,1220.816348,1220.232000,0.584348,0.426295
832,1221.692242,1222.000000,0.307758,0.425689
833,1222.952484,1223.400000,0.447516,0.418813
834,1225.018330,1224.656000,0.362330,0.401043
835,1225.855021,1226.336000,0.480979,0.412597
836,1227.231828,1226.336000,0.895828,0.448651
837,1227.917142,1228.544000,0.626858,0.436692
838,1228.793154,1228.544000,0.249154,0.422738
839,1230.584603,1230.664000,0.079397,0.414259
840,1231.562274,1231.288000,0.274274,0.432168
841,1232.529587,1233.136000,0.606413,0.432507
842,1234.277817,1234.712000,0.434183,0.422467
843,1235.502549,1235.056000,0.446549,0.437548
844,1236.399017,1236.832000,0.432983,0.430795
845,1237.977299,1237.968000,0.009299,0.424693
846,1238.457233,1237.968000,0.489233,0.430552
847,1239.490807,1239.576000,0.085193,0.415382
848,1240.813472,1239.936000,0.877472,0.434301
849,1243.078076,1241.744000,1.334076,0.438982
850,1243.538147,1244.480000,0.941853,0.434576
851,1244.851434,1244.480000,0.371434,0.437244
852,1245.655866,1246.560000,0.904134,0.430289
853,1247.372562,1247.096000,0.276562,0.421098
854,1248.063061,1247.760000,0.303061,0.406954
855,1249.159888,1249.160000,0.000112,0.418449
856,1250.672397,1250.880000,0.207603,0.423779
857,1251.659832,1251.864000,0.204168,0.430594
858,1253.673578,1252.936000,0.737578,0.441794
859,1254.431328,1255.752000,1.320672,0.436115
860,1255.408231,1255.752000,0.343769,0.433713
861,1256.181214,1256.112000,0.069214,0.432341
862,1257.541219,1257.680000,0.138781,0.410748
863,1258.779233,1258.696000,0.083233,0.450502
864,1260.344548,1260.528000,0.183452,0.420058
865,1261.611717,1261.616000,0.004283,0.423204
866,1262.556614,1263.440000,0.883386,0.420003
867,1263.676733,1263.728000,0.051267,0.436987
868,1264.957223,1264.632000,0.325223,0.439809
869,1266.179038,1266.776000,0.596962,0.437160
870,1267.200346,1267.328000,0.127654,0.435797
871,1267.570572,1267.688000,0.117428,0.432173
872,1270.118922,1269.768000,0.350922,0.425239
873,1271.134300,1271.112000,0.022300,0.394482
874,1272.083960,1271.640000,0.443960,0.439241
875,1273.261145,1273.448000,0.186855,0.440981
876,1274.196221,1274.104000,0.092221,0.428590
877,1275.092030,1274.808000,0.284030,0.446137
878,1276.842172,1274.808000,2.034172,0.473931
879,1277.763092,1279.128000,1.364908,0.445527
880,1279.332843,1279.216000,0.116843,0.426284
881,1280.155794,1279.576000,0.579794,0.428149
882,1281.828727,1281.928000,0.099273,0.445605
883,1283.000491,1283.304000,0.303509,0.419337
884,1283.335032,1283.304000,0.031032,0.430522
885,1284.854795,1285.912000,1.057205,0.413624
886,1285.695023,1285.912000,0.216977,0.426375
887,1287.410027,1286.960000,0.450027,0.440088
888,1289.165352,1289.408000,0.242648,0.450558
889,1290.104772,1290.472000,0.367228,0.434031
890,1290.417708,1290.472000,0.054292,0.436271
891,1291.945871,1292.296000,0.350129,0.440952
892,1293.493982,1293.688000,0.194018,0.439955
893,1294.118474,1294.272000,0.153526,0.430661
894,1295.365364,1295.448000,0.082636,0.422459
895,1296.801111,1296.832000,0.030889,0.419090
896,1298.256527,1298.624000,0.367473,0.405671
897,1299.405171,1298.624000,0.781171,0.410981
898,1300.490019,1300.736000,0.245981,0.414016
899,1301.495517,1301.856000,0.360483,0.425823
900,1302.346742,1302.592000,0.245258,0.422689
901,1303.273200,1303.016000,0.257200,0.428638
902,1305.401672,1305.432000,0.030328,0.415009
903,1306.508393,1306.440000,0.068393,0.455990
904,1307.267242,1307.640000,0.372758,0.446053
905,1308.988197,1309.472000,0.483803,0.456238
906,1309.421532,1309.472000,0.050468,0.447693
907,1311.056571,1311.112000,0.055429,0.432293
908,1311.966941,1312.088000,0.121059,0.433112
909,1313.031599,1313.208000,0.176401,0.415367
910,1314.052566,1314.152000,0.099434,0.441767
911,1316.212113,1316.592000,0.379887,0.418686
912,1317.072986,1316.592000,0.480986,0.434760
913,1318.171279,1317.624000,0.547279,0.433863
914,1318.947881,1319.016000,0.068119,0.428265
915,1319.931083,1319.160000,0.771083,0.419816
916,1321.628139,1321.456000,0.172139,0.435739
917,1322.258067,1322.472000,0.213933,0.441262
918,1324.224979,1324.448000,0.223021,0.438024
919,1325.237624,1325.432000,0.194376,0.432415
920,1325.981970,1325.776000,0.205970,0.438547
921,1327.635281,1327.592000,0.043281,0.444397
922,1329.043518,1328.976000,0.067518,0.459366
923,1329.205019,1329.384000,0.178981,0.460698
924,1330.429937,1330.328000,0.101937,0.438072
925,1331.827591,1331.552000,0.275591,0.432195
926,1333.673523,1333.952000,0.278477,0.429426
927,1334.747329,1334.784000,0.036671,0.445482
928,1335.694975,1334.784000,0.910975,0.427836
929,1336.690185,1337.256000,0.565815,0.424687
930,1337.688792,1337.640000,0.048792,0.451638
931,1338.923165,1338.904000,0.019165,0.443404
932,1340.426400,1341.768000,1.341600,0.433887
933,1341.166272,1341.768000,0.601728,0.435074
934,1342.608508,1342.496000,0.112508,0.433311
935,1344.156044,1343.296000,0.860044,0.439741
936,1345.477106,1346.312000,0.834894,0.446435
937,1345.731413,1346.312000,0.580587,0.450183
938,1347.519472,1346.808000,0.711472,0.429954
939,1348.017238,1346.808000,1.209238,0.431594
940,1349.085194,1349.400000,0.314806,0.407334
941,1351.296206,1351.008000,0.288206,0.436037
942,1352.210465,1352.320000,0.109535,0.426726
943,1353.483338,1352.320000,1.163338,0.420421
944,1353.886782,1354.952000,1.065218,0.425491
945,1355.680595,1355.944000,0.263405,0.450995
946,1356.605656,1356.648000,0.042344,0.409051
947,1357.771743,1357.720000,0.051743,0.416634
948,1358.460160,1357.720000,0.740160,0.424704
949,1360.393145,1361.088000,0.694855,0.411692
950,1361.393075,1361.416000,0.022925,0.430890
951,1363.022329,1363.392000,0.369671,0.432029
952,1363.879191,1363.560000,0.319191,0.423034
953,1364.576585,1363.560000,1.016585,0.427352
954,1365.493734,1366.776000,1.282266,0.437975
955,1367.104091,1366.776000,0.328091,0.420913
956,1368.330193,1368.120000,0.210193,0.433318
957,1369.686949,1369.968000,0.281051,0.419737
958,1370.973523,1370.392000,0.581523,0.409304
959,1371.686554,1372.152000,0.465446,0.418873
960,1373.202915,1373.088000,0.114915,0.424801
961,1374.154799,1374.160000,0.005201,0.434977
962,1375.302392,1375.416000,0.113608,0.434445
963,1376.161780,1376.424000,0.262220,0.443804
964,1377.177634,1377.152000,0.025634,0.436784
965,1379.683283,1379.824000,0.140717,0.441677
966,1380.148578,1380.320000,0.171422,0.433497
967,1381.073977,1381.368000,0.294023,0.425493
968,1382.345663,1381.704000,0.641663,0.414460
969,1383.297591,1383.288000,0.009591,0.407351
970,1384.444416,1383.792000,0.652416,0.431038
971,1385.663777,1385.680000,0.016223,0.425236
972,1387.326648,1388.088000,0.761352,0.430825
973,1387.921454,1388.088000,0.166546,0.421237
974,1389.565832,1389.832000,0.266168,0.425057
975,1390.705490,1391.480000,0.774510,0.432003
976,1391.853200,1391.944000,0.090800,0.433359
977,1392.644028,1392.824000,0.179972,0.469557
978,1393.433402,1393.664000,0.230598,0.452674
979,1394.884185,1395.168000,0.283815,0.438401
980,1396.544163,1396.648000,0.103837,0.451532
981,1397.834623,1396.648000,1.186623,0.429527
982,1398.837675,1400.216000,1.378325,0.452876
983,1399.839473,1400.216000,0.376527,0.444035
984,1400.426946,1400.504000,0.077054,0.435387
985,1402.564347,1402.952000,0.387653,0.402393
986,1402.973748,1402.952000,0.021748,0.426062
987,1404.006292,1403.800000,0.206292,0.424622
988,1405.666975,1405.568000,0.098975,0.426857
989,1407.085143,1407.232000,0.146857,0.455302
990,1408.136307,1407.896000,0.240307,0.416430
991,1409.320681,1409.640000,0.319319,0.429658
992,1410.024811,1409.640000,0.384811,0.441456
993,1411.257057,1411.656000,0.398943,0.411602
994,1411.965653,1411.848000,0.117653,0.426131
995,1413.843149,1413.616000,0.227149,0.423145
996,1415.585785,1415.728000,0.142215,0.463422
997,1415.781581,1415.728000,0.053581,0.458296
998,1417.102823,1416.256000,0.846823,0.421412
999,1418.696964,1418.488000,0.208964,0.437934
1000,1419.422481,1419.520000,0.097519,0.432381
