n,t_n,nearest_minimum_t,delta_n,delta_n_null
630,976.178502,975.744000,0.434502,0.532566
631,976.917202,978.008000,1.090798,0.533227
632,978.766672,978.240000,0.526672,0.530463
633,980.578001,980.696000,0.117999,0.551365
634,981.288615,981.160000,0.128615,0.524297
635,982.396485,982.896000,0.499515,0.521665
636,983.575076,983.528000,0.047076,0.538809
637,985.186929,984.760000,0.426929,0.520156
638,986.130515,984.760000,1.370515,0.502121
639,986.756008,987.752000,0.995992,0.510990
640,988.992622,989.808000,0.815378,0.497805
641,990.223918,989.976000,0.247918,0.540483
642,991.374294,991.920000,0.545706,0.544579
643,992.728696,992.656000,0.072696,0.521527
644,993.214581,993.520000,0.305419,0.504061
645,994.404591,994.048000,0.356591,0.534889
646,996.205336,996.160000,0.045336,0.536810
647,997.511935,997.400000,0.111935,0.528091
648,998.827547,999.040000,0.212453,0.530406
649,999.791572,999.040000,0.751572,0.491200
650,1001.349483,1001.352000,0.002517,0.497403
651,1002.404305,1002.616000,0.211695,0.513477
652,1003.267808,1003.464000,0.196192,0.535171
653,1004.675044,1004.824000,0.148956,0.514592
654,1005.543420,1004.824000,0.719420,0.510987
655,1008.006704,1007.944000,0.062704,0.547811
656,1008.795710,1008.728000,0.067710,0.518571
657,1009.806591,1009.768000,0.038591,0.511049
658,1010.569757,1010.408000,0.161757,0.515369
659,1012.410043,1012.144000,0.266043,0.499081
660,1013.058638,1013.752000,0.693362,0.519433
661,1014.689633,1013.984000,0.705633,0.539073
662,1016.060179,1016.184000,0.123821,0.496737
663,1017.266402,1016.184000,1.082402,0.519412
664,1018.605573,1018.640000,0.034427,0.533694
665,1019.912440,1020.000000,0.087560,0.541553
666,1020.917475,1020.488000,0.429475,0.511845
667,1021.544344,1021.352000,0.192344,0.518688
668,1022.885271,1023.544000,0.658729,0.521390
669,1025.265724,1025.336000,0.070276,0.542447
670,1025.707944,1025.336000,0.371944,0.540577
671,1027.467694,1027.336000,0.131694,0.522433
672,1028.128964,1027.336000,0.792964,0.513899
673,1029.227297,1029.360000,0.132703,0.530455
674,1030.897369,1031.240000,0.342631,0.535855
675,1031.833180,1031.776000,0.057180,0.535310
676,1032.812883,1033.240000,0.427117,0.519436
677,1034.612916,1034.656000,0.043084,0.528848
678,1036.195917,1036.944000,0.748083,0.498983
679,1037.024708,1036.944000,0.080708,0.520277
680,1038.087752,1037.712000,0.375752,0.566255
681,1039.077401,1037.712000,1.365401,0.550885
682,1040.264038,1040.504000,0.239962,0.532039
683,1041.621528,1041.672000,0.050472,0.515098
684,1043.623954,1043.856000,0.232046,0.515117
685,1044.514976,1044.184000,0.330976,0.518429
686,1045.107042,1045.552000,0.444958,0.498581
687,1047.089817,1047.232000,0.142183,0.527977
688,1047.987147,1047.232000,0.755147,0.513882
689,1048.953785,1050.000000,1.046215,0.528713
690,1049.996284,1050.000000,0.003716,0.543753
691,1051.576572,1050.000000,1.576572,0.542648
692,1053.245785,1053.560000,0.314215,0.523652
693,1054.781039,1054.936000,0.154961,0.523628
694,1055.002146,1054.936000,0.066146,0.525044
695,1056.688847,1056.744000,0.055153,0.515680
696,1057.100044,1057.152000,0.051956,0.509619
697,1059.133769,1059.080000,0.053769,0.510965
698,1060.139519,1059.784000,0.355519,0.516438
699,1061.501304,1061.608000,0.106696,0.520389
700,1062.915382,1062.776000,0.139382,0.551049
701,1064.071551,1064.056000,0.015551,0.506979
702,1065.121855,1064.568000,0.553855,0.516712
703,1066.463223,1066.608000,0.144777,0.499642
704,1067.418860,1066.608000,0.810860,0.524388
705,1067.990000,1066.608000,1.382000,0.519679
706,1070.535042,1070.896000,0.360958,0.515197
707,1071.618623,1072.288000,0.669377,0.539426
708,1072.543998,1072.736000,0.192002,0.515731
709,1073.570353,1073.712000,0.141647,0.533097
710,1074.747771,1074.808000,0.060229,0.539368
711,1076.266626,1076.072000,0.194626,0.509260
712,1076.924056,1076.712000,0.212056,0.475564
713,1078.647198,1078.472000,0.175198,0.514373
714,1079.809965,1079.992000,0.182035,0.510298
715,1081.171002,1081.096000,0.075002,0.504575
716,1082.952750,1083.104000,0.151250,0.519223
717,1083.295467,1083.104000,0.191467,0.526026
718,1084.183264,1083.952000,0.231264,0.507873
719,1085.647831,1085.632000,0.015831,0.520389
720,1086.911999,1086.656000,0.255999,0.541007
721,1088.755725,1089.192000,0.436275,0.526578
722,1089.795338,1089.928000,0.132662,0.544940
723,1090.863191,1089.928000,0.935191,0.538874
724,1091.728473,1091.944000,0.215527,0.533549
725,1093.440873,1093.640000,0.199127,0.546443
726,1094.284458,1094.256000,0.028458,0.525973
727,1095.433085,1094.768000,0.665085,0.531543
728,1096.401918,1097.160000,0.758082,0.528658
729,1098.841015,1098.944000,0.102985,0.543260
730,1099.360667,1098.944000,0.416667,0.537683
731,1100.574461,1100.000000,0.574461,0.530063
732,1101.839111,1101.968000,0.128889,0.531156
733,1102.551780,1102.512000,0.039780,0.552850
734,1103.732297,1103.600000,0.132297,0.526329
735,1105.617189,1105.456000,0.161189,0.508297
736,1106.774372,1106.904000,0.129628,0.524290
737,1107.774532,1107.304000,0.470532,0.531748
738,1109.158919,1109.176000,0.017081,0.521607
739,1110.444143,1111.024000,0.579857,0.534520
740,1111.443505,1111.024000,0.419505,0.525896
741,1112.432995,1112.872000,0.439005,0.509144
742,1113.397595,1112.872000,0.525595,0.534768
743,1115.065359,1116.864000,1.798641,0.530211
744,1116.787254,1116.864000,0.076746,0.511953
745,1117.965920,1117.912000,0.053920,0.523997
746,1118.684135,1117.912000,0.772135,0.521010
747,1119.473247,1119.552000,0.078753,0.526963
748,1121.155938,1120.912000,0.243938,0.531294
749,1122.458621,1122.504000,0.045379,0.549672
750,1123.101117,1122.504000,0.597117,0.550031
751,1125.314729,1125.400000,0.085271,0.523057
752,1125.763442,1125.400000,0.363442,0.527696
753,1127.658024,1127.920000,0.261976,0.542195
754,1128.430225,1128.576000,0.145775,0.536642
755,1129.728997,1128.936000,0.792997,0.516932
756,1130.391598,1128.936000,1.455598,0.528696
757,1131.495086,1132.672000,1.176914,0.521446
758,1133.708626,1133.336000,0.372626,0.518417
759,1134.885655,1135.376000,0.490345,0.523759
760,1135.562214,1135.376000,0.186214,0.508864
761,1136.929293,1137.656000,0.726707,0.529592
762,1138.151590,1137.848000,0.303590,0.532486
763,1138.992342,1139.432000,0.439658,0.516495
764,1140.721848,1140.376000,0.345848,0.517649
765,1141.261023,1141.136000,0.125023,0.520834
766,1142.858660,1143.376000,0.517340,0.548456
767,1144.782300,1144.816000,0.033700,0.514002
768,1145.485328,1144.816000,0.669328,0.525074
769,1146.576815,1147.008000,0.431185,0.520881
770,1147.501777,1147.008000,0.493777,0.512728
771,1148.615277,1148.464000,0.151277,0.507904
772,1149.982601,1149.344000,0.638601,0.513490
773,1151.562815,1151.736000,0.173185,0.516901
774,1152.943129,1152.824000,0.119129,0.534231
775,1153.890304,1153.760000,0.130304,0.551315
776,1154.697520,1154.200000,0.497520,0.556766
777,1156.621568,1156.792000,0.170432,0.543532
778,1157.432315,1156.792000,0.640315,0.534152
779,1158.001609,1158.728000,0.726391,0.532213
780,1159.480657,1159.240000,0.240657,0.490038
781,1161.396645,1161.336000,0.060645,0.546910
782,1162.487529,1162.880000,0.392471,0.554237
783,1163.701032,1162.880000,0.821032,0.533594
784,1164.737586,1164.552000,0.185586,0.525887
785,1165.271228,1165.520000,0.248772,0.523719
786,1166.943613,1166.248000,0.695613,0.500328
787,1168.086272,1168.192000,0.105728,0.526803
788,1169.698357,1170.800000,1.101643,0.524474
789,1170.463639,1170.800000,0.336361,0.520864
790,1172.120682,1171.832000,0.288682,0.513808
791,1173.305688,1174.736000,1.430312,0.504465
792,1174.232767,1174.736000,0.503233,0.518976
793,1175.215452,1175.280000,0.064548,0.535631
794,1176.632876,1175.712000,0.920876,0.558790
795,1177.106304,1178.176000,1.069696,0.566267
796,1179.701224,1180.328000,0.626776,0.515125
797,1180.653544,1180.624000,0.029544,0.506889
798,1181.267318,1180.920000,0.347318,0.510639
799,1182.582270,1182.712000,0.129730,0.559251
800,1183.712775,1184.128000,0.415225,0.535348
801,1185.155843,1185.176000,0.020157,0.523056
802,1185.875359,1185.800000,0.075359,0.507262
803,1187.345161,1187.616000,0.270839,0.494286
804,1188.856444,1188.024000,0.832444,0.507861
805,1189.963636,1190.072000,0.108364,0.491760
806,1191.482606,1191.032000,0.450606,0.504216
807,1192.218611,1192.576000,0.357389,0.506826
808,1193.324021,1193.144000,0.180021,0.488288
809,1193.857427,1193.144000,0.713427,0.483618
810,1196.034672,1195.904000,0.130672,0.537408
811,1197.071787,1197.760000,0.688213,0.520776
812,1198.686569,1198.424000,0.262569,0.543976
813,1199.356514,1199.184000,0.172514,0.546147
814,1200.532692,1201.208000,0.675308,0.523070
815,1201.810335,1201.688000,0.122335,0.529452
816,1203.137351,1202.104000,1.033351,0.505012
817,1203.855248,1204.216000,0.360752,0.513620
818,1204.985492,1204.520000,0.465492,0.525918
819,1206.870500,1207.000000,0.129500,0.524153
820,1208.471460,1209.432000,0.960540,0.523880
821,1208.989484,1209.432000,0.442516,0.525425
822,1209.898030,1210.288000,0.389970,0.531796
823,1211.416116,1211.488000,0.071884,0.535777
824,1212.113153,1212.456000,0.342847,0.523425
825,1213.598373,1213.408000,0.190373,0.545074
826,1215.389975,1216.520000,1.130025,0.549812
827,1216.183722,1216.520000,0.336278,0.553751
828,1217.174482,1216.520000,0.654482,0.532541
829,1219.050028,1218.896000,0.154028,0.520696
830,1219.614471,1219.720000,0.105529,0.521335
831,1220.816348,1220.528000,0.288348,0.538536
832,1221.692242,1221.584000,0.108242,0.548113
833,1222.952484,1222.832000,0.120484,0.519925
834,1225.018330,1224.912000,0.106330,0.487993
835,1225.855021,1225.952000,0.096979,0.508537
836,1227.231828,1226.792000,0.439828,0.547683
837,1227.917142,1228.960000,1.042858,0.533005
838,1228.793154,1228.960000,0.166846,0.500913
839,1230.584603,1231.064000,0.479397,0.511282
840,1231.562274,1231.360000,0.202274,0.529851
841,1232.529587,1233.120000,0.590413,0.520845
842,1234.277817,1234.312000,0.034183,0.524548
843,1235.502549,1236.432000,0.929451,0.533717
844,1236.399017,1236.432000,0.032983,0.519794
845,1237.977299,1237.464000,0.513299,0.513868
846,1238.457233,1239.160000,0.702767,0.523958
847,1239.490807,1239.160000,0.330807,0.526600
848,1240.813472,1239.160000,1.653472,0.542237
849,1243.078076,1243.520000,0.441924,0.528099
850,1243.538147,1243.520000,0.018147,0.528229
851,1244.851434,1244.800000,0.051434,0.530281
852,1245.655866,1245.592000,0.063866,0.513201
853,1247.372562,1247.800000,0.427438,0.517126
854,1248.063061,1247.800000,0.263061,0.510758
855,1249.159888,1249.120000,0.039888,0.528337
856,1250.672397,1251.624000,0.951603,0.518809
857,1251.659832,1251.624000,0.035832,0.531141
858,1253.673578,1253.544000,0.129578,0.548624
859,1254.431328,1255.208000,0.776672,0.549562
860,1255.408231,1255.208000,0.200231,0.525566
861,1256.181214,1255.792000,0.389214,0.519295
862,1257.541219,1257.400000,0.141219,0.517986
863,1258.779233,1259.008000,0.228767,0.510169
864,1260.344548,1260.640000,0.295452,0.492592
865,1261.611717,1260.640000,0.971717,0.513283
866,1262.556614,1263.320000,0.763386,0.498636
867,1263.676733,1263.320000,0.356733,0.509574
868,1264.957223,1264.536000,0.421223,0.517234
869,1266.179038,1265.744000,0.435038,0.513680
870,1267.200346,1266.640000,0.560346,0.510203
871,1267.570572,1266.640000,0.930572,0.516428
872,1270.118922,1270.128000,0.009078,0.509896
873,1271.134300,1271.056000,0.078300,0.476591
874,1272.083960,1271.888000,0.195960,0.511616
875,1273.261145,1273.208000,0.053145,0.535930
876,1274.196221,1274.072000,0.124221,0.527164
877,1275.092030,1274.840000,0.252030,0.541007
878,1276.842172,1277.008000,0.165828,0.563771
879,1277.763092,1278.120000,0.356908,0.547871
880,1279.332843,1279.736000,0.403157,0.521131
881,1280.155794,1279.736000,0.419794,0.526614
882,1281.828727,1282.144000,0.315273,0.542156
883,1283.000491,1282.976000,0.024491,0.509584
884,1283.335032,1283.384000,0.048968,0.512686
885,1284.854795,1284.792000,0.062795,0.508089
886,1285.695023,1284.792000,0.903023,0.518850
887,1287.410027,1287.336000,0.074027,0.541588
888,1289.165352,1289.512000,0.346648,0.524619
889,1290.104772,1289.848000,0.256772,0.528275
890,1290.417708,1289.848000,0.569708,0.533001
891,1291.945871,1292.128000,0.182129,0.530524
892,1293.493982,1293.272000,0.221982,0.524232
893,1294.118474,1293.744000,0.374474,0.524318
894,1295.365364,1295.616000,0.250636,0.502477
895,1296.801111,1297.520000,0.718889,0.519727
896,1298.256527,1298.264000,0.007473,0.504772
897,1299.405171,1298.264000,1.141171,0.504996
898,1300.490019,1300.592000,0.101981,0.509185
899,1301.495517,1301.464000,0.031517,0.529704
900,1302.346742,1302.360000,0.013258,0.504003
901,1303.273200,1302.360000,0.913200,0.511728
902,1305.401672,1305.624000,0.222328,0.501851
903,1306.508393,1306.072000,0.436393,0.532114
904,1307.267242,1307.408000,0.140758,0.548998
905,1308.988197,1309.904000,0.915803,0.533380
906,1309.421532,1309.904000,0.482468,0.520428
907,1311.056571,1311.464000,0.407429,0.534715
908,1311.966941,1311.464000,0.502941,0.531086
909,1313.031599,1313.112000,0.080401,0.519853
910,1314.052566,1313.112000,0.940566,0.545125
911,1316.212113,1316.848000,0.635887,0.519490
912,1317.072986,1317.240000,0.167014,0.530561
913,1318.171279,1318.008000,0.163279,0.520717
914,1318.947881,1319.176000,0.228119,0.504410
915,1319.931083,1319.712000,0.219083,0.513997
916,1321.628139,1321.808000,0.179861,0.532047
917,1322.258067,1321.808000,0.450067,0.528366
918,1324.224979,1323.736000,0.488979,0.526397
919,1325.237624,1324.776000,0.461624,0.509945
920,1325.981970,1324.776000,1.205970,0.525826
921,1327.635281,1327.920000,0.284719,0.546922
922,1329.043518,1329.208000,0.164482,0.545389
923,1329.205019,1329.208000,0.002981,0.553231
924,1330.429937,1329.208000,1.221937,0.517771
925,1331.827591,1333.160000,1.332409,0.517754
926,1333.673523,1333.160000,0.513523,0.520083
927,1334.747329,1334.528000,0.219329,0.568541
928,1335.694975,1335.640000,0.054975,0.556508
929,1336.690185,1336.296000,0.394185,0.557988
930,1337.688792,1337.448000,0.240792,0.543902
931,1338.923165,1339.096000,0.172835,0.517355
932,1340.426400,1340.192000,0.234400,0.523833
933,1341.166272,1341.024000,0.142272,0.535930
934,1342.608508,1341.024000,1.584508,0.523697
935,1344.156044,1344.608000,0.451956,0.524014
936,1345.477106,1345.288000,0.189106,0.542923
937,1345.731413,1345.288000,0.443413,0.543455
938,1347.519472,1346.920000,0.599472,0.505572
939,1348.017238,1349.096000,1.078762,0.501914
940,1349.085194,1349.096000,0.010806,0.489494
941,1351.296206,1352.576000,1.279794,0.520075
942,1352.210465,1352.576000,0.365535,0.502629
943,1353.483338,1352.888000,0.595338,0.506829
944,1353.886782,1354.480000,0.593218,0.503035
945,1355.680595,1355.888000,0.207405,0.550973
946,1356.605656,1356.432000,0.173656,0.496820
947,1357.771743,1357.936000,0.164257,0.514527
948,1358.460160,1357.936000,0.524160,0.516474
949,1360.393145,1361.392000,0.998855,0.507432
950,1361.393075,1361.392000,0.001075,0.522965
951,1363.022329,1363.160000,0.137671,0.528984
952,1363.879191,1364.152000,0.272809,0.524327
953,1364.576585,1364.808000,0.231415,0.531567
954,1365.493734,1365.808000,0.314266,0.538156
955,1367.104091,1368.240000,1.135909,0.511429
956,1368.330193,1368.240000,0.090193,0.519024
957,1369.686949,1370.232000,0.545051,0.515414
958,1370.973523,1371.024000,0.050477,0.525326
959,1371.686554,1371.536000,0.150554,0.517855
960,1373.202915,1373.400000,0.197085,0.512760
961,1374.154799,1373.400000,0.754799,0.538011
962,1375.302392,1375.512000,0.209608,0.536191
963,1376.161780,1375.512000,0.649780,0.548324
964,1377.177634,1378.328000,1.150366,0.540021
965,1379.683283,1378.912000,0.771283,0.532068
966,1380.148578,1380.480000,0.331422,0.523624
967,1381.073977,1381.120000,0.046023,0.533267
968,1382.345663,1382.432000,0.086337,0.498605
969,1383.297591,1383.256000,0.041591,0.498300
970,1384.444416,1384.432000,0.012416,0.543348
971,1385.663777,1385.824000,0.160223,0.523236
972,1387.326648,1387.344000,0.017352,0.534740
973,1387.921454,1387.536000,0.385454,0.524358
974,1389.565832,1389.856000,0.290168,0.517253
975,1390.705490,1390.608000,0.097490,0.514091
976,1391.853200,1391.776000,0.077200,0.540052
977,1392.644028,1393.224000,0.579972,0.554740
978,1393.433402,1393.224000,0.209402,0.541950
979,1394.884185,1393.648000,1.236185,0.530245
980,1396.544163,1396.648000,0.103837,0.544979
981,1397.834623,1398.000000,0.165377,0.519663
982,1398.837675,1399.072000,0.234325,0.537200
983,1399.839473,1400.392000,0.552527,0.533490
984,1400.426946,1400.392000,0.034946,0.536270
985,1402.564347,1402.784000,0.219653,0.522569
986,1402.973748,1402.784000,0.189748,0.544742
987,1404.006292,1403.168000,0.838292,0.536295
988,1405.666975,1405.880000,0.213025,0.513896
989,1407.085143,1406.680000,0.405143,0.539885
990,1408.136307,1408.520000,0.383693,0.500094
991,1409.320681,1409.568000,0.247319,0.507120
992,1410.024811,1409.912000,0.112811,0.530254
993,1411.257057,1409.912000,1.345057,0.512812
994,1411.965653,1413.784000,1.818347,0.520593
995,1413.843149,1413.784000,0.059149,0.520540
996,1415.585785,1416.984000,1.398215,0.558596
997,1415.781581,1416.984000,1.202419,0.554744
998,1417.102823,1416.984000,0.118823,0.513654
999,1418.696964,1419.192000,0.495036,0.508728
1000,1419.422481,1419.192000,0.230481,0.524571
