n,t_n,nearest_minimum_t,delta_n,delta_n_null
632,978.766672,981.472000,2.705328,1.799530
633,980.578001,981.472000,0.893999,1.766322
634,981.288615,981.472000,0.183385,1.764471
635,982.396485,981.472000,0.924485,1.773359
636,983.575076,984.768000,1.192924,1.818951
637,985.186929,984.768000,0.418929,1.827390
638,986.130515,987.400000,1.269485,1.813324
639,986.756008,987.400000,0.643992,1.805327
640,988.992622,988.944000,0.048622,1.739919
641,990.223918,988.944000,1.279918,1.697543
642,991.374294,993.248000,1.873706,1.715741
643,992.728696,993.248000,0.519304,1.725933
644,993.214581,993.248000,0.033419,1.738792
645,994.404591,993.248000,1.156591,1.788182
646,996.205336,993.248000,2.957336,1.803153
647,997.511935,993.248000,4.263935,1.813262
648,998.827547,993.248000,5.579547,1.817306
649,999.791572,1005.464000,5.672428,1.771187
650,1001.349483,1005.464000,4.114517,1.742728
651,1002.404305,1005.464000,3.059695,1.717047
652,1003.267808,1005.464000,2.196192,1.753550
653,1004.675044,1005.464000,0.788956,1.812984
654,1005.543420,1005.464000,0.079420,1.820665
655,1008.006704,1007.672000,0.334704,1.949573
656,1008.795710,1008.456000,0.339710,1.969385
657,1009.806591,1009.720000,0.086591,1.919947
658,1010.569757,1010.640000,0.070243,1.877077
659,1012.410043,1011.912000,0.498043,1.809786
660,1013.058638,1013.328000,0.269362,1.805499
661,1014.689633,1015.616000,0.926367,1.783903
662,1016.060179,1015.616000,0.444179,1.787797
663,1017.266402,1015.616000,1.650402,1.818402
664,1018.605573,1015.616000,2.989573,1.846737
665,1019.912440,1015.616000,4.296440,1.835174
666,1020.917475,1015.616000,5.301475,1.785426
667,1021.544344,1015.616000,5.928344,1.784562
668,1022.885271,1027.536000,4.650729,1.790849
669,1025.265724,1027.536000,2.270276,1.752474
670,1025.707944,1027.536000,1.828056,1.754894
671,1027.467694,1027.536000,0.068306,1.758419
672,1028.128964,1027.536000,0.592964,1.778996
673,1029.227297,1027.536000,1.691297,1.789521
674,1030.897369,1027.536000,3.361369,1.771648
675,1031.833180,1027.536000,4.297180,1.771457
676,1032.812883,1037.888000,5.075117,1.757625
677,1034.612916,1037.888000,3.275084,1.744208
678,1036.195917,1037.888000,1.692083,1.687132
679,1037.024708,1037.888000,0.863292,1.730164
680,1038.087752,1037.888000,0.199752,1.773171
681,1039.077401,1037.888000,1.189401,1.769672
682,1040.264038,1041.288000,1.023962,1.756831
683,1041.621528,1041.288000,0.333528,1.766442
684,1043.623954,1041.288000,2.335954,1.754856
685,1044.514976,1041.288000,3.226976,1.782608
686,1045.107042,1048.472000,3.364958,1.806465
687,1047.089817,1048.472000,1.382183,1.865635
688,1047.987147,1048.472000,0.484853,1.865619
689,1048.953785,1048.472000,0.481785,1.837297
690,1049.996284,1048.472000,1.524284,1.815688
691,1051.576572,1053.208000,1.631428,1.794444
692,1053.245785,1053.208000,0.037785,1.778453
693,1054.781039,1053.208000,1.573039,1.831442
694,1055.002146,1053.208000,1.794146,1.834228
695,1056.688847,1053.208000,3.480847,1.780535
696,1057.100044,1053.208000,3.892044,1.765806
697,1059.133769,1064.720000,5.586231,1.687007
698,1060.139519,1064.720000,4.580481,1.707230
699,1061.501304,1064.720000,3.218696,1.707142
700,1062.915382,1064.720000,1.804618,1.711558
701,1064.071551,1064.720000,0.648449,1.680480
702,1065.121855,1064.720000,0.401855,1.626489
703,1066.463223,1067.000000,0.536777,1.650125
704,1067.418860,1067.608000,0.189140,1.690263
705,1067.990000,1067.608000,0.382000,1.726660
706,1070.535042,1069.944000,0.591042,1.791333
707,1071.618623,1069.944000,1.674623,1.818968
708,1072.543998,1074.912000,2.368002,1.828093
709,1073.570353,1074.912000,1.341647,1.807457
710,1074.747771,1074.912000,0.164229,1.815133
711,1076.266626,1076.280000,0.013374,1.830254
712,1076.924056,1077.216000,0.291944,1.821576
713,1078.647198,1080.032000,1.384802,1.860710
714,1079.809965,1080.032000,0.222035,1.886418
715,1081.171002,1082.048000,0.876998,1.866244
716,1082.952750,1082.048000,0.904750,1.804206
717,1083.295467,1084.144000,0.848533,1.796561
718,1084.183264,1084.144000,0.039264,1.774774
719,1085.647831,1085.640000,0.007831,1.760601
720,1086.911999,1085.640000,1.271999,1.715050
721,1088.755725,1089.144000,0.388275,1.654605
722,1089.795338,1090.392000,0.596662,1.737005
723,1090.863191,1091.264000,0.400809,1.775049
724,1091.728473,1091.264000,0.464473,1.769488
725,1093.440873,1091.264000,2.176873,1.779561
726,1094.284458,1096.480000,2.195542,1.790065
727,1095.433085,1096.480000,1.046915,1.780881
728,1096.401918,1096.480000,0.078082,1.786576
729,1098.841015,1097.160000,1.681015,1.801951
730,1099.360667,1097.160000,2.200667,1.779432
731,1100.574461,1103.816000,3.241539,1.745712
732,1101.839111,1103.816000,1.976889,1.725236
733,1102.551780,1103.816000,1.264220,1.776025
734,1103.732297,1103.816000,0.083703,1.838995
735,1105.617189,1103.816000,1.801189,1.851449
736,1106.774372,1103.816000,2.958372,1.835033
737,1107.774532,1103.816000,3.958532,1.827908
738,1109.158919,1111.936000,2.777081,1.817638
739,1110.444143,1111.936000,1.491857,1.824754
740,1111.443505,1111.936000,0.492495,1.841366
741,1112.432995,1111.936000,0.496995,1.837690
742,1113.397595,1113.632000,0.234405,1.806692
743,1115.065359,1113.632000,1.433359,1.711382
744,1116.787254,1116.632000,0.155254,1.752783
745,1117.965920,1117.600000,0.365920,1.771097
746,1118.684135,1119.192000,0.507865,1.777239
747,1119.473247,1119.192000,0.281247,1.762491
748,1121.155938,1119.192000,1.963938,1.751260
749,1122.458621,1124.032000,1.573379,1.775844
750,1123.101117,1124.032000,0.930883,1.769443
751,1125.314729,1124.984000,0.330729,1.694340
752,1125.763442,1124.984000,0.779442,1.670639
753,1127.658024,1127.768000,0.109976,1.631360
754,1128.430225,1127.768000,0.662225,1.647671
755,1129.728997,1130.256000,0.527003,1.683145
756,1130.391598,1130.256000,0.135598,1.672873
757,1131.495086,1130.256000,1.239086,1.714556
758,1133.708626,1134.256000,0.547374,1.730927
759,1134.885655,1135.224000,0.338345,1.690483
760,1135.562214,1135.224000,0.338214,1.667075
761,1136.929293,1137.064000,0.134707,1.679044
762,1138.151590,1137.064000,1.087590,1.685234
763,1138.992342,1137.064000,1.928342,1.730556
764,1140.721848,1142.240000,1.518152,1.731689
765,1141.261023,1142.240000,0.978977,1.745399
766,1142.858660,1142.240000,0.618660,1.761085
767,1144.782300,1144.856000,0.073700,1.677068
768,1145.485328,1145.288000,0.197328,1.658688
769,1146.576815,1145.288000,1.288815,1.662390
770,1147.501777,1145.288000,2.213777,1.663953
771,1148.615277,1145.288000,3.327277,1.695910
772,1149.982601,1145.288000,4.694601,1.698086
773,1151.562815,1154.976000,3.413185,1.723536
774,1152.943129,1154.976000,2.032871,1.761179
775,1153.890304,1154.976000,1.085696,1.789187
776,1154.697520,1154.976000,0.278480,1.804047
777,1156.621568,1156.816000,0.194432,1.797460
778,1157.432315,1156.816000,0.616315,1.804669
779,1158.001609,1156.816000,1.185609,1.807837
780,1159.480657,1160.768000,1.287343,1.756552
781,1161.396645,1161.936000,0.539355,1.768140
782,1162.487529,1161.936000,0.551529,1.743956
783,1163.701032,1161.936000,1.765032,1.711799
784,1164.737586,1165.496000,0.758414,1.735392
785,1165.271228,1165.496000,0.224772,1.728114
786,1166.943613,1167.216000,0.272387,1.678477
787,1168.086272,1168.704000,0.617728,1.680001
788,1169.698357,1169.912000,0.213643,1.667560
789,1170.463639,1169.912000,0.551639,1.658907
790,1172.120682,1172.792000,0.671318,1.724431
791,1173.305688,1172.792000,0.513688,1.813201
792,1174.232767,1172.792000,1.440767,1.878467
793,1175.215452,1176.648000,1.432548,1.917567
794,1176.632876,1176.648000,0.015124,1.915861
795,1177.106304,1176.648000,0.458304,1.898326
796,1179.701224,1179.872000,0.170776,1.840168
797,1180.653544,1180.872000,0.218456,1.790241
798,1181.267318,1180.872000,0.395318,1.794168
799,1182.582270,1182.216000,0.366270,1.837108
800,1183.712775,1184.304000,0.591225,1.814181
801,1185.155843,1184.304000,0.851843,1.788730
802,1185.875359,1184.304000,1.571359,1.792225
803,1187.345161,1188.200000,0.854839,1.775177
804,1188.856444,1188.200000,0.656444,1.754658
805,1189.963636,1190.768000,0.804364,1.742549
806,1191.482606,1190.768000,0.714606,1.741710
807,1192.218611,1192.224000,0.005389,1.746765
808,1193.324021,1192.224000,1.100021,1.744813
809,1193.857427,1192.224000,1.633427,1.745290
810,1196.034672,1196.224000,0.189328,1.788226
811,1197.071787,1196.224000,0.847787,1.783280
812,1198.686569,1198.192000,0.494569,1.849104
813,1199.356514,1200.176000,0.819486,1.846215
814,1200.532692,1200.176000,0.356692,1.800577
815,1201.810335,1201.272000,0.538335,1.766491
816,1203.137351,1202.704000,0.433351,1.797279
817,1203.855248,1202.704000,1.151248,1.782864
818,1204.985492,1205.800000,0.814508,1.738055
819,1206.870500,1205.800000,1.070500,1.712873
820,1208.471460,1210.424000,1.952540,1.696585
821,1208.989484,1210.424000,1.434516,1.716540
822,1209.898030,1210.424000,0.525970,1.766648
823,1211.416116,1210.424000,0.992116,1.800899
824,1212.113153,1212.768000,0.654847,1.818404
825,1213.598373,1212.768000,0.830373,1.821773
826,1215.389975,1215.032000,0.357975,1.810117
827,1216.183722,1215.032000,1.151722,1.836135
828,1217.174482,1217.400000,0.225518,1.843683
829,1219.050028,1217.400000,1.650028,1.814265
830,1219.614471,1217.400000,2.214471,1.786004
831,1220.816348,1221.856000,1.039652,1.753867
832,1221.692242,1221.856000,0.163758,1.766883
833,1222.952484,1221.856000,1.096484,1.735427
834,1225.018330,1224.488000,0.530330,1.718834
835,1225.855021,1226.480000,0.624979,1.739224
836,1227.231828,1226.480000,0.751828,1.711970
837,1227.917142,1226.480000,1.437142,1.693530
838,1228.793154,1226.480000,2.313154,1.672219
839,1230.584603,1231.704000,1.119397,1.730326
840,1231.562274,1231.704000,0.141726,1.784911
841,1232.529587,1231.704000,0.825587,1.824530
842,1234.277817,1231.704000,2.573817,1.803966
843,1235.502549,1231.704000,3.798549,1.764700
844,1236.399017,1239.728000,3.328983,1.759694
845,1237.977299,1239.728000,1.750701,1.799460
846,1238.457233,1239.728000,1.270767,1.812593
847,1239.490807,1239.728000,0.237193,1.793926
848,1240.813472,1239.728000,1.085472,1.821185
849,1243.078076,1244.680000,1.601924,1.862976
850,1243.538147,1244.680000,1.141853,1.865449
851,1244.851434,1244.680000,0.171434,1.863913
852,1245.655866,1244.680000,0.975866,1.829400
853,1247.372562,1246.688000,0.684562,1.791553
854,1248.063061,1246.688000,1.375061,1.804516
855,1249.159888,1246.688000,2.471888,1.845197
856,1250.672397,1246.688000,3.984397,1.788896
857,1251.659832,1246.688000,4.971832,1.752770
858,1253.673578,1246.688000,6.985578,1.803976
859,1254.431328,1246.688000,7.743328,1.810467
860,1255.408231,1263.696000,8.287769,1.788756
861,1256.181214,1263.696000,7.514786,1.792686
862,1257.541219,1263.696000,6.154781,1.768790
863,1258.779233,1263.696000,4.916767,1.724718
864,1260.344548,1263.696000,3.351452,1.705595
865,1261.611717,1263.696000,2.084283,1.729335
866,1262.556614,1263.696000,1.139386,1.701376
867,1263.676733,1263.696000,0.019267,1.724583
868,1264.957223,1264.792000,0.165223,1.736321
869,1266.179038,1264.792000,1.387038,1.752403
870,1267.200346,1268.320000,1.119654,1.727221
871,1267.570572,1268.320000,0.749428,1.724367
872,1270.118922,1268.320000,1.798922,1.723676
873,1271.134300,1273.920000,2.785700,1.726591
874,1272.083960,1273.920000,1.836040,1.753697
875,1273.261145,1273.920000,0.658855,1.759018
876,1274.196221,1273.920000,0.276221,1.760957
877,1275.092030,1274.712000,0.380030,1.776929
878,1276.842172,1277.696000,0.853828,1.784630
879,1277.763092,1277.696000,0.067092,1.788032
880,1279.332843,1277.696000,1.636843,1.802136
881,1280.155794,1281.064000,0.908206,1.825307
882,1281.828727,1281.704000,0.124727,1.861374
883,1283.000491,1281.704000,1.296491,1.827021
884,1283.335032,1281.704000,1.631032,1.820834
885,1284.854795,1281.704000,3.150795,1.769617
886,1285.695023,1281.704000,3.991023,1.792378
887,1287.410027,1290.984000,3.573973,1.820858
888,1289.165352,1290.984000,1.818648,1.790921
889,1290.104772,1290.984000,0.879228,1.784760
890,1290.417708,1290.984000,0.566292,1.786009
891,1291.945871,1291.816000,0.129871,1.731594
892,1293.493982,1291.816000,1.677982,1.689824
893,1294.118474,1291.816000,2.302474,1.693685
894,1295.365364,1291.816000,3.549364,1.725802
895,1296.801111,1291.816000,4.985111,1.788647
896,1298.256527,1291.816000,6.440527,1.804268
897,1299.405171,1291.816000,7.589171,1.804140
898,1300.490019,1307.728000,7.237981,1.794640
899,1301.495517,1307.728000,6.232483,1.777352
900,1302.346742,1307.728000,5.381258,1.750313
901,1303.273200,1307.728000,4.454800,1.739491
902,1305.401672,1307.728000,2.326328,1.777047
903,1306.508393,1307.728000,1.219607,1.768295
904,1307.267242,1307.728000,0.460758,1.761160
905,1308.988197,1307.728000,1.260197,1.750057
906,1309.421532,1307.728000,1.693532,1.743172
907,1311.056571,1307.728000,3.328571,1.737418
908,1311.966941,1314.832000,2.865059,1.703306
909,1313.031599,1314.832000,1.800401,1.711444
910,1314.052566,1314.832000,0.779434,1.715229
911,1316.212113,1315.792000,0.420113,1.718984
912,1317.072986,1317.008000,0.064986,1.727748
913,1318.171279,1318.768000,0.596721,1.756995
914,1318.947881,1318.768000,0.179881,1.777853
915,1319.931083,1319.888000,0.043083,1.803544
916,1321.628139,1321.816000,0.187861,1.799905
917,1322.258067,1321.816000,0.442067,1.778418
918,1324.224979,1323.248000,0.976979,1.693626
919,1325.237624,1325.936000,0.698376,1.672156
920,1325.981970,1325.936000,0.045970,1.692333
921,1327.635281,1325.936000,1.699281,1.766543
922,1329.043518,1329.824000,0.780482,1.795495
923,1329.205019,1329.824000,0.618981,1.801398
924,1330.429937,1330.872000,0.442063,1.827372
925,1331.827591,1331.400000,0.427591,1.826132
926,1333.673523,1333.552000,0.121523,1.769992
927,1334.747329,1333.552000,1.195329,1.773399
928,1335.694975,1333.552000,2.142975,1.779142
929,1336.690185,1333.552000,3.138185,1.786352
930,1337.688792,1333.552000,4.136792,1.762322
931,1338.923165,1333.552000,5.371165,1.703269
932,1340.426400,1333.552000,6.874400,1.675565
933,1341.166272,1347.696000,6.529728,1.710565
934,1342.608508,1347.696000,5.087492,1.763027
935,1344.156044,1347.696000,3.539956,1.742673
936,1345.477106,1347.696000,2.218894,1.775700
937,1345.731413,1347.696000,1.964587,1.789615
938,1347.519472,1347.696000,0.176528,1.824217
939,1348.017238,1347.696000,0.321238,1.799747
940,1349.085194,1347.696000,1.389194,1.763855
941,1351.296206,1350.552000,0.744206,1.758501
942,1352.210465,1352.304000,0.093535,1.766234
943,1353.483338,1352.304000,1.179338,1.769912
944,1353.886782,1352.304000,1.582782,1.767883
945,1355.680595,1352.304000,3.376595,1.806983
946,1356.605656,1359.312000,2.706344,1.773830
947,1357.771743,1359.312000,1.540257,1.763808
948,1358.460160,1359.312000,0.851840,1.765161
949,1360.393145,1360.584000,0.190855,1.728180
950,1361.393075,1360.584000,0.809075,1.757695
951,1363.022329,1363.312000,0.289671,1.840224
952,1363.879191,1363.312000,0.567191,1.834131
953,1364.576585,1365.392000,0.815415,1.815532
954,1365.493734,1365.392000,0.101734,1.797014
955,1367.104091,1366.720000,0.384091,1.723978
956,1368.330193,1369.064000,0.733807,1.681679
957,1369.686949,1369.064000,0.622949,1.679216
958,1370.973523,1369.064000,1.909523,1.722376
959,1371.686554,1373.456000,1.769446,1.728330
960,1373.202915,1373.456000,0.253085,1.701802
961,1374.154799,1374.616000,0.461201,1.698089
962,1375.302392,1374.616000,0.686392,1.717859
963,1376.161780,1374.616000,1.545780,1.729216
964,1377.177634,1378.408000,1.230366,1.730519
965,1379.683283,1380.272000,0.588717,1.805428
966,1380.148578,1380.272000,0.123422,1.807715
967,1381.073977,1380.272000,0.801977,1.808196
968,1382.345663,1382.032000,0.313663,1.794422
969,1383.297591,1382.032000,1.265591,1.793211
970,1384.444416,1386.152000,1.707584,1.820360
971,1385.663777,1386.152000,0.488223,1.864323
972,1387.326648,1386.152000,1.174648,1.890497
973,1387.921454,1389.320000,1.398546,1.881555
974,1389.565832,1389.320000,0.245832,1.843666
975,1390.705490,1391.016000,0.310510,1.803669
976,1391.853200,1392.032000,0.178800,1.777335
977,1392.644028,1392.032000,0.612028,1.794651
978,1393.433402,1392.032000,1.401402,1.785840
979,1394.884185,1396.088000,1.203815,1.762146
980,1396.544163,1396.088000,0.456163,1.746575
981,1397.834623,1396.088000,1.746623,1.773811
982,1398.837675,1396.088000,2.749675,1.812646
983,1399.839473,1396.088000,3.751473,1.796774
984,1400.426946,1396.088000,4.338946,1.781474
985,1402.564347,1408.888000,6.323653,1.745933
986,1402.973748,1408.888000,5.914252,1.773200
987,1404.006292,1408.888000,4.881708,1.781194
988,1405.666975,1408.888000,3.221025,1.782246
989,1407.085143,1408.888000,1.802857,1.827880
990,1408.136307,1408.888000,0.751693,1.779491
991,1409.320681,1408.888000,0.432681,1.791449
992,1410.024811,1408.888000,1.136811,1.800975
993,1411.257057,1412.000000,0.742943,1.819036
994,1411.965653,1412.000000,0.034347,1.817592
995,1413.843149,1413.192000,0.651149,1.863883
996,1415.585785,1414.624000,0.961785,1.885735
997,1415.781581,1416.656000,0.874419,1.885468
998,1417.102823,1416.656000,0.446823,1.879705
999,1418.696964,1416.656000,2.040964,1.946215
1000,1419.422481,1416.656000,2.766481,1.983845
