n,t_n,nearest_minimum_t,delta_n,delta_n_null
632,978.766672,979.072000,0.305328,0.448206
633,980.578001,980.472000,0.106001,0.456816
634,981.288615,980.472000,0.816615,0.461797
635,982.396485,982.696000,0.299515,0.446539
636,983.575076,983.376000,0.199076,0.433451
637,985.186929,985.848000,0.661071,0.421572
638,986.130515,986.048000,0.082515,0.428831
639,986.756008,987.248000,0.491992,0.446428
640,988.992622,988.088000,0.904622,0.441377
641,990.223918,990.328000,0.104082,0.461394
642,991.374294,990.968000,0.406294,0.461674
643,992.728696,992.840000,0.111304,0.441747
644,993.214581,992.840000,0.374581,0.434122
645,994.404591,994.568000,0.163409,0.451963
646,996.205336,996.384000,0.178664,0.461853
647,997.511935,998.288000,0.776065,0.463283
648,998.827547,998.712000,0.115547,0.445682
649,999.791572,1000.496000,0.704428,0.432779
650,1001.349483,1001.048000,0.301483,0.423515
651,1002.404305,1002.392000,0.012305,0.429626
652,1003.267808,1003.928000,0.660192,0.440593
653,1004.675044,1004.744000,0.068956,0.433191
654,1005.543420,1005.360000,0.183420,0.443182
655,1008.006704,1007.832000,0.174704,0.463992
656,1008.795710,1008.768000,0.027710,0.440730
657,1009.806591,1009.960000,0.153409,0.430055
658,1010.569757,1010.416000,0.153757,0.447774
659,1012.410043,1012.928000,0.517957,0.423690
660,1013.058638,1012.928000,0.130638,0.428737
661,1014.689633,1014.792000,0.102367,0.428197
662,1016.060179,1015.896000,0.164179,0.422855
663,1017.266402,1017.176000,0.090402,0.439541
664,1018.605573,1017.176000,1.429573,0.443433
665,1019.912440,1020.568000,0.655560,0.466032
666,1020.917475,1021.192000,0.274525,0.442034
667,1021.544344,1021.192000,0.352344,0.438165
668,1022.885271,1023.320000,0.434729,0.431305
669,1025.265724,1025.136000,0.129724,0.443428
670,1025.707944,1025.464000,0.243944,0.429716
671,1027.467694,1027.896000,0.428306,0.438598
672,1028.128964,1027.896000,0.232964,0.433229
673,1029.227297,1029.016000,0.211297,0.447298
674,1030.897369,1031.152000,0.254631,0.434101
675,1031.833180,1031.664000,0.169180,0.452940
676,1032.812883,1032.808000,0.004883,0.436615
677,1034.612916,1033.952000,0.660916,0.432995
678,1036.195917,1035.872000,0.323917,0.418405
679,1037.024708,1037.160000,0.135292,0.415649
680,1038.087752,1038.008000,0.079752,0.459457
681,1039.077401,1039.152000,0.074599,0.452591
682,1040.264038,1040.312000,0.047962,0.453093
683,1041.621528,1041.200000,0.421528,0.425272
684,1043.623954,1043.896000,0.272046,0.431291
685,1044.514976,1044.664000,0.149024,0.441985
686,1045.107042,1044.840000,0.267042,0.444176
687,1047.089817,1046.968000,0.121817,0.459118
688,1047.987147,1048.536000,0.548853,0.433128
689,1048.953785,1049.008000,0.054215,0.437299
690,1049.996284,1050.352000,0.355716,0.437228
691,1051.576572,1051.304000,0.272572,0.464698
692,1053.245785,1053.272000,0.026215,0.447591
693,1054.781039,1055.048000,0.266961,0.447414
694,1055.002146,1055.048000,0.045854,0.444713
695,1056.688847,1056.432000,0.256847,0.425539
696,1057.100044,1056.984000,0.116044,0.425926
697,1059.133769,1058.952000,0.181769,0.444857
698,1060.139519,1059.920000,0.219519,0.451980
699,1061.501304,1061.616000,0.114696,0.431752
700,1062.915382,1064.008000,1.092618,0.459145
701,1064.071551,1064.008000,0.063551,0.430187
702,1065.121855,1064.848000,0.273855,0.434015
703,1066.463223,1066.312000,0.151223,0.425814
704,1067.418860,1067.232000,0.186860,0.436647
705,1067.990000,1068.112000,0.122000,0.431629
706,1070.535042,1070.696000,0.160958,0.443968
707,1071.618623,1072.360000,0.741377,0.469333
708,1072.543998,1072.672000,0.128002,0.449363
709,1073.570353,1074.120000,0.549647,0.435043
710,1074.747771,1074.840000,0.092229,0.433040
711,1076.266626,1075.776000,0.490626,0.431672
712,1076.924056,1077.000000,0.075944,0.398748
713,1078.647198,1078.688000,0.040802,0.448988
714,1079.809965,1079.392000,0.417965,0.429897
715,1081.171002,1081.344000,0.172998,0.408552
716,1082.952750,1083.816000,0.863250,0.435189
717,1083.295467,1083.816000,0.520533,0.439035
718,1084.183264,1084.176000,0.007264,0.426307
719,1085.647831,1085.416000,0.231831,0.444029
720,1086.911999,1086.600000,0.311999,0.473548
721,1088.755725,1088.736000,0.019725,0.439492
722,1089.795338,1089.976000,0.180662,0.473791
723,1090.863191,1091.224000,0.360809,0.450669
724,1091.728473,1091.224000,0.504473,0.438080
725,1093.440873,1093.416000,0.024873,0.459470
726,1094.284458,1094.616000,0.331542,0.430735
727,1095.433085,1095.240000,0.193085,0.443706
728,1096.401918,1096.584000,0.182082,0.424941
729,1098.841015,1098.712000,0.129015,0.464075
730,1099.360667,1099.040000,0.320667,0.439201
731,1100.574461,1100.616000,0.041539,0.439804
732,1101.839111,1102.000000,0.160889,0.437059
733,1102.551780,1102.000000,0.551780,0.447672
734,1103.732297,1103.648000,0.084297,0.447788
735,1105.617189,1105.848000,0.230811,0.443625
736,1106.774372,1106.488000,0.286372,0.450586
737,1107.774532,1107.728000,0.046532,0.439590
738,1109.158919,1109.072000,0.086919,0.441871
739,1110.444143,1110.632000,0.187857,0.446242
740,1111.443505,1111.232000,0.211505,0.450555
741,1112.432995,1111.832000,0.600995,0.432166
742,1113.397595,1113.288000,0.109595,0.449169
743,1115.065359,1115.544000,0.478641,0.434555
744,1116.787254,1116.264000,0.523254,0.445759
745,1117.965920,1117.976000,0.010080,0.450295
746,1118.684135,1118.720000,0.035865,0.438825
747,1119.473247,1119.328000,0.145247,0.430965
748,1121.155938,1119.936000,1.219938,0.436861
749,1122.458621,1123.472000,1.013379,0.460142
750,1123.101117,1123.472000,0.370883,0.455699
751,1125.314729,1124.840000,0.474729,0.433350
752,1125.763442,1126.104000,0.340558,0.436387
753,1127.658024,1126.800000,0.858024,0.446603
754,1128.430225,1128.824000,0.393775,0.448814
755,1129.728997,1129.992000,0.263003,0.423982
756,1130.391598,1130.752000,0.360402,0.428557
757,1131.495086,1131.208000,0.287086,0.434758
758,1133.708626,1133.696000,0.012626,0.442148
759,1134.885655,1134.824000,0.061655,0.456431
760,1135.562214,1134.824000,0.738214,0.421416
761,1136.929293,1137.048000,0.118707,0.443971
762,1138.151590,1137.752000,0.399590,0.453068
763,1138.992342,1139.216000,0.223658,0.446396
764,1140.721848,1140.728000,0.006152,0.433650
765,1141.261023,1140.728000,0.533023,0.441426
766,1142.858660,1142.528000,0.330660,0.445139
767,1144.782300,1145.200000,0.417700,0.439769
768,1145.485328,1145.200000,0.285328,0.433671
769,1146.576815,1146.920000,0.343185,0.433657
770,1147.501777,1147.448000,0.053777,0.443900
771,1148.615277,1148.576000,0.039277,0.434406
772,1149.982601,1150.128000,0.145399,0.412835
773,1151.562815,1151.696000,0.133185,0.453752
774,1152.943129,1152.672000,0.271129,0.430423
775,1153.890304,1154.768000,0.877696,0.447435
776,1154.697520,1154.768000,0.070480,0.466317
777,1156.621568,1156.392000,0.229568,0.436271
778,1157.432315,1157.528000,0.095685,0.432816
779,1158.001609,1157.528000,0.473609,0.445377
780,1159.480657,1159.536000,0.055343,0.402890
781,1161.396645,1161.312000,0.084645,0.451936
782,1162.487529,1162.544000,0.056471,0.436973
783,1163.701032,1163.552000,0.149032,0.430883
784,1164.737586,1164.928000,0.190414,0.419352
785,1165.271228,1165.488000,0.216772,0.410115
786,1166.943613,1166.968000,0.024387,0.426553
787,1168.086272,1167.960000,0.126272,0.444401
788,1169.698357,1170.312000,0.613643,0.436798
789,1170.463639,1170.312000,0.151639,0.423641
790,1172.120682,1172.168000,0.047318,0.429938
791,1173.305688,1172.488000,0.817688,0.418714
792,1174.232767,1174.440000,0.207233,0.438756
793,1175.215452,1175.184000,0.031452,0.454870
794,1176.632876,1176.008000,0.624876,0.470429
795,1177.106304,1177.424000,0.317696,0.469705
796,1179.701224,1179.968000,0.266776,0.450381
797,1180.653544,1181.000000,0.346456,0.440872
798,1181.267318,1181.392000,0.124682,0.438267
799,1182.582270,1182.736000,0.153730,0.485214
800,1183.712775,1184.224000,0.511225,0.445263
801,1185.155843,1185.088000,0.067843,0.451558
802,1185.875359,1185.856000,0.019359,0.434990
803,1187.345161,1187.376000,0.030839,0.409889
804,1188.856444,1188.616000,0.240444,0.413710
805,1189.963636,1189.784000,0.179636,0.406013
806,1191.482606,1192.216000,0.733394,0.415937
807,1192.218611,1192.216000,0.002611,0.412059
808,1193.324021,1193.440000,0.115979,0.421315
809,1193.857427,1193.440000,0.417427,0.418722
810,1196.034672,1195.792000,0.242672,0.448724
811,1197.071787,1197.072000,0.000213,0.425682
812,1198.686569,1198.304000,0.382569,0.459670
813,1199.356514,1198.304000,1.052514,0.470624
814,1200.532692,1201.416000,0.883308,0.442237
815,1201.810335,1201.416000,0.394335,0.438455
816,1203.137351,1203.128000,0.009351,0.420767
817,1203.855248,1203.632000,0.223248,0.437073
818,1204.985492,1204.776000,0.209492,0.440256
819,1206.870500,1206.408000,0.462500,0.416787
820,1208.471460,1207.616000,0.855460,0.435727
821,1208.989484,1209.528000,0.538516,0.430599
822,1209.898030,1210.032000,0.133970,0.447346
823,1211.416116,1211.520000,0.103884,0.437130
824,1212.113153,1212.392000,0.278847,0.448186
825,1213.598373,1213.856000,0.257627,0.456096
826,1215.389975,1215.480000,0.090025,0.452864
827,1216.183722,1216.288000,0.104278,0.461001
828,1217.174482,1216.288000,0.886482,0.421369
829,1219.050028,1218.936000,0.114028,0.435370
830,1219.614471,1219.400000,0.214471,0.433275
831,1220.816348,1220.024000,0.792348,0.436610
832,1221.692242,1221.712000,0.019758,0.442369
833,1222.952484,1222.272000,0.680484,0.421089
834,1225.018330,1224.792000,0.226330,0.411896
835,1225.855021,1226.648000,0.792979,0.407773
836,1227.231828,1227.520000,0.288172,0.462723
837,1227.917142,1228.040000,0.122858,0.451466
838,1228.793154,1229.136000,0.342846,0.421806
839,1230.584603,1230.560000,0.024603,0.420593
840,1231.562274,1231.368000,0.194274,0.437412
841,1232.529587,1231.880000,0.649587,0.438205
842,1234.277817,1233.248000,1.029817,0.423588
843,1235.502549,1235.528000,0.025451,0.433478
844,1236.399017,1236.512000,0.112983,0.429166
845,1237.977299,1237.960000,0.017299,0.441349
846,1238.457233,1238.680000,0.222767,0.446991
847,1239.490807,1239.976000,0.485193,0.432606
848,1240.813472,1240.792000,0.021472,0.451557
849,1243.078076,1243.328000,0.249924,0.448967
850,1243.538147,1243.328000,0.210147,0.449375
851,1244.851434,1244.920000,0.068566,0.453919
852,1245.655866,1246.024000,0.368134,0.434523
853,1247.372562,1248.056000,0.683438,0.446350
854,1248.063061,1248.056000,0.007061,0.439111
855,1249.159888,1249.272000,0.112112,0.439776
856,1250.672397,1251.288000,0.615603,0.431919
857,1251.659832,1251.768000,0.108168,0.455405
858,1253.673578,1253.056000,0.617578,0.451408
859,1254.431328,1254.888000,0.456672,0.440820
860,1255.408231,1255.520000,0.111769,0.450998
861,1256.181214,1256.168000,0.013214,0.448735
862,1257.541219,1257.168000,0.373219,0.432594
863,1258.779233,1258.864000,0.084767,0.460058
864,1260.344548,1259.904000,0.440548,0.422756
865,1261.611717,1259.904000,1.707717,0.422618
866,1262.556614,1263.600000,1.043386,0.412224
867,1263.676733,1263.600000,0.076733,0.429441
868,1264.957223,1265.688000,0.730777,0.433123
869,1266.179038,1266.264000,0.084962,0.426570
870,1267.200346,1268.032000,0.831654,0.437947
871,1267.570572,1268.032000,0.461428,0.446016
872,1270.118922,1270.224000,0.105078,0.433605
873,1271.134300,1271.112000,0.022300,0.412165
874,1272.083960,1271.856000,0.227960,0.450705
875,1273.261145,1273.304000,0.042855,0.451260
876,1274.196221,1274.056000,0.140221,0.432746
877,1275.092030,1275.224000,0.131970,0.454018
878,1276.842172,1276.664000,0.178172,0.475325
879,1277.763092,1278.080000,0.316908,0.442877
880,1279.332843,1278.080000,1.252843,0.446312
881,1280.155794,1281.344000,1.188206,0.447129
882,1281.828727,1281.736000,0.092727,0.455111
883,1283.000491,1283.040000,0.039509,0.420820
884,1283.335032,1283.600000,0.264968,0.430400
885,1284.854795,1284.816000,0.038795,0.418890
886,1285.695023,1286.040000,0.344977,0.414888
887,1287.410027,1287.336000,0.074027,0.432750
888,1289.165352,1288.408000,0.757352,0.443005
889,1290.104772,1290.056000,0.048772,0.436928
890,1290.417708,1290.312000,0.105708,0.441076
891,1291.945871,1291.944000,0.001871,0.438279
892,1293.493982,1293.328000,0.165982,0.430549
893,1294.118474,1293.328000,0.790474,0.426695
894,1295.365364,1295.416000,0.050636,0.427000
895,1296.801111,1297.056000,0.254889,0.436808
896,1298.256527,1298.680000,0.423473,0.410710
897,1299.405171,1298.984000,0.421171,0.414960
898,1300.490019,1300.824000,0.333981,0.432113
899,1301.495517,1300.824000,0.671517,0.444844
900,1302.346742,1302.352000,0.005258,0.444121
901,1303.273200,1303.256000,0.017200,0.443198
902,1305.401672,1304.984000,0.417672,0.437235
903,1306.508393,1307.024000,0.515607,0.464728
904,1307.267242,1307.024000,0.243242,0.456864
905,1308.988197,1309.304000,0.315803,0.451869
906,1309.421532,1309.304000,0.117532,0.439772
907,1311.056571,1310.656000,0.400571,0.429151
908,1311.966941,1311.896000,0.070941,0.432965
909,1313.031599,1313.080000,0.048401,0.427097
910,1314.052566,1313.536000,0.516566,0.440815
911,1316.212113,1316.584000,0.371887,0.419360
912,1317.072986,1316.896000,0.176986,0.443575
913,1318.171279,1318.760000,0.588721,0.450374
914,1318.947881,1318.760000,0.187881,0.435917
915,1319.931083,1320.320000,0.388917,0.433839
916,1321.628139,1321.504000,0.124139,0.438852
917,1322.258067,1322.056000,0.202067,0.436908
918,1324.224979,1323.888000,0.336979,0.435390
919,1325.237624,1325.456000,0.218376,0.436247
920,1325.981970,1325.824000,0.157970,0.447173
921,1327.635281,1328.272000,0.636719,0.450367
922,1329.043518,1328.984000,0.059518,0.452619
923,1329.205019,1328.984000,0.221019,0.458484
924,1330.429937,1329.848000,0.581937,0.443394
925,1331.827591,1332.136000,0.308409,0.447248
926,1333.673523,1334.216000,0.542477,0.438190
927,1334.747329,1334.216000,0.531329,0.467590
928,1335.694975,1335.312000,0.382975,0.447089
929,1336.690185,1337.008000,0.317815,0.449010
930,1337.688792,1337.008000,0.680792,0.452413
931,1338.923165,1339.112000,0.188835,0.440419
932,1340.426400,1339.776000,0.650400,0.438383
933,1341.166272,1341.168000,0.001728,0.443428
934,1342.608508,1342.704000,0.095492,0.435024
935,1344.156044,1344.672000,0.515956,0.435694
936,1345.477106,1346.144000,0.666894,0.458583
937,1345.731413,1346.144000,0.412587,0.466038
938,1347.519472,1347.640000,0.120528,0.419032
939,1348.017238,1347.640000,0.377238,0.427711
940,1349.085194,1349.160000,0.074806,0.413454
941,1351.296206,1351.456000,0.159794,0.457110
942,1352.210465,1351.936000,0.274465,0.449504
943,1353.483338,1352.704000,0.779338,0.436706
944,1353.886782,1354.856000,0.969218,0.437692
945,1355.680595,1355.616000,0.064595,0.460097
946,1356.605656,1356.336000,0.269656,0.424428
947,1357.771743,1358.048000,0.276257,0.412656
948,1358.460160,1358.776000,0.315840,0.418954
949,1360.393145,1360.008000,0.385145,0.415627
950,1361.393075,1361.064000,0.329075,0.432528
951,1363.022329,1363.040000,0.017671,0.444835
952,1363.879191,1363.664000,0.215191,0.440904
953,1364.576585,1364.568000,0.008585,0.441450
954,1365.493734,1365.952000,0.458266,0.436387
955,1367.104091,1367.040000,0.064091,0.445962
956,1368.330193,1368.424000,0.093807,0.427606
957,1369.686949,1370.488000,0.801051,0.432193
958,1370.973523,1370.488000,0.485523,0.422742
959,1371.686554,1371.576000,0.110554,0.413752
960,1373.202915,1373.416000,0.213085,0.444462
961,1374.154799,1374.640000,0.485201,0.443582
962,1375.302392,1375.240000,0.062392,0.433487
963,1376.161780,1375.776000,0.385780,0.431288
964,1377.177634,1377.880000,0.702366,0.443931
965,1379.683283,1379.800000,0.116717,0.441479
966,1380.148578,1379.800000,0.348578,0.453406
967,1381.073977,1381.104000,0.030023,0.453456
968,1382.345663,1382.496000,0.150337,0.424515
969,1383.297591,1383.072000,0.225591,0.426232
970,1384.444416,1384.472000,0.027584,0.457279
971,1385.663777,1386.064000,0.400223,0.443770
972,1387.326648,1386.928000,0.398648,0.442981
973,1387.921454,1387.976000,0.054546,0.444063
974,1389.565832,1389.608000,0.042168,0.429525
975,1390.705490,1391.072000,0.366510,0.443887
976,1391.853200,1391.712000,0.141200,0.459557
977,1392.644028,1392.712000,0.067972,0.472403
978,1393.433402,1393.320000,0.113402,0.449166
979,1394.884185,1394.760000,0.124185,0.444772
980,1396.544163,1396.696000,0.151837,0.447317
981,1397.834623,1397.808000,0.026623,0.439481
982,1398.837675,1397.808000,1.029675,0.448454
983,1399.839473,1400.040000,0.200527,0.431384
984,1400.426946,1400.528000,0.101054,0.441470
985,1402.564347,1402.432000,0.132347,0.411734
986,1402.973748,1403.168000,0.194252,0.432026
987,1404.006292,1404.496000,0.489708,0.444712
988,1405.666975,1405.616000,0.050975,0.444871
989,1407.085143,1407.048000,0.037143,0.461852
990,1408.136307,1407.672000,0.464307,0.422014
991,1409.320681,1410.648000,1.327319,0.440676
992,1410.024811,1410.648000,0.623189,0.455067
993,1411.257057,1411.640000,0.382943,0.421060
994,1411.965653,1411.912000,0.053653,0.418205
995,1413.843149,1414.072000,0.228851,0.420387
996,1415.585785,1415.480000,0.105785,0.440358
997,1415.781581,1415.480000,0.301581,0.436808
998,1417.102823,1416.496000,0.606823,0.416687
999,1418.696964,1418.672000,0.024964,0.431673
1000,1419.422481,1419.120000,0.302481,0.443995
