n,t_n
506,560.0228420734
507,561.5103064060
508,562.9926344395
509,564.0085130215
510,565.0162353039
511,565.8181295872
512,567.4821815014
513,568.7309539318
514,569.2156482220
515,570.2650840282
516,570.4572077274
517,570.8135545254
518,572.3240336895
519,574.5051438808
520,575.9189108372
521,577.1816028118
522,578.4883339405
523,578.5742943287
524,580.0058029652
525,581.3374461651
526,582.3409708500
527,584.2132789135
528,584.9559842587
529,586.1637470722
530,588.5065407276
531,589.1945085049
532,591.6449084759
533,592.4593469143
534,593.4092851162
535,594.5549313068
536,595.9090648174
537,597.0149228573
538,598.4460665226
