n,t_n
355,391.0359498218
356,391.6810950026
357,393.0135666952
358,393.5909889236
359,395.1050907627
360,396.2710646346
361,397.0695059642
362,397.9612256452
363,398.3097172216
364,399.3498969391
365,400.5408704832
366,401.3965812668
367,402.3142569795
368,403.2652863726
369,404.2536026195
370,405.4619343385
371,406.3131266907
372,407.1587620154
373,408.0112648144
374,409.1848198608
375,409.5767795756
376,410.3047208384
377,411.3429890528
378,413.3241915300
379,413.7876152709
380,414.4260735258
381,415.6420009837
382,416.3229773924
383,417.1935585395
384,418.2484424040
385,419.1428375617
386,419.9307274923
387,420.7846588537
388,422.0469163135
389,422.8024766847
390,424.4117573455
391,424.8118671313
392,425.8760877475
393,426.4330795988
394,427.0536344215
395,428.2941654429
396,429.4051655188
397,430.0128409550
398,431.6629110053
399,432.3298351064
400,433.2420894220
401,433.6110926285
402,435.1440310404
403,435.9356955007
404,436.7217934832
405,437.6862002417
406,437.9758221582
407,439.3855781630
408,440.7271542385
409,443.2878629848
410,444.0994093910
411,445.1608184800
412,445.4339881644
413,446.7228289977
414,448.0893749192
415,448.6360799626
416,449.7264216021
417,450.5220391825
418,451.7905638292
419,452.5720811710
420,453.4508346424
421,454.0362603590
422,455.1903083250
423,455.8184165791
424,456.4666980758
425,458.1424530938
426,459.1571402118
427,460.0919979230
428,460.8289925620
429,461.4693113044
430,462.1230057403
431,463.5388326928
432,464.4641155168
433,465.0122933611
434,465.8088116005
435,467.1645589218
436,468.2028692469
437,468.9201807186
438,469.9565366700
439,471.2259453818
440,471.6581355944
441,472.1351803169
442,473.2882818565
443,473.9376102015
444,475.3255187109
445,476.4890152231
446,477.3792332962
447,478.0061858758
448,478.9661563054
449,479.9475530252
450,480.6170288816
451,481.8426125064
452,482.2964909807
453,483.5240926549
454,484.1681491897
455,484.8740790829
456,486.8146468088
457,487.4443231359
458,488.1896388993
459,488.7809209689
460,489.8557591274
461,490.5822511479
462,491.3817066744
463,492.4509383187
464,493.4006939307
465,494.6319085851
466,495.5652268961
467,496.0160130695
468,497.2222788617
469,497.9864078447
470,499.3296817675
471,499.7005986854
472,500.6224856362
473,500.9903699145
474,502.3878373340
475,503.6955067918
476,504.4981190100
477,505.5457441285
478,506.4280159429
479,506.9634097889
480,507.7944934145
481,508.4755029663
482,509.9609426752
483,510.6119538918
484,511.3254769936
485,512.4382926300
486,513.5866895571
487,514.2020107016
488,515.7732265875
489,516.0060958669
490,516.8661999837
491,517.8909775987
492,518.6000105754
493,519.3665493354
494,520.1224106684
495,521.9657333419
496,522.7168716267
497,523.4865067288
498,523.9649278536
499,524.9469137833
500,526.1563849315
501,526.9442342803
502,527.4360286489
503,528.7607156321
504,529.2269410834
505,530.3685650393
506,531.4824855939
507,532.4918200955
508,533.4830089793
509,534.2145523414
510,534.9272081330
511,535.7376017347
512,536.1913051233
513,537.5504226133
514,538.5146372810
515,539.6860166267
516,540.1580737904
517,541.7859335855
518,542.0385926858
519,542.7816854343
520,543.9691973552
521,545.0095494583
522,545.6550810561
523,546.4063514307
524,546.9661455110
525,548.1699918255
526,549.7497440740
527,550.4199428841
528,551.2415955320
529,551.9295982286
530,552.9081873015
531,553.3700684145
532,554.6234094784
533,555.3232336625
534,556.1639768079
535,557.5261210188
536,558.4344231710
537,558.8058490649
538,560.0056804880
539,561.2914301738
540,561.9004542157
541,562.5342840597
542,563.3297855094
543,564.1769839630
544,565.1066473976
545,565.8893414602
546,567.4108048812
547,568.4702829316
548,568.8880325243
549,569.7984118775
550,570.5994125262
551,571.2592121884
552,572.3500728890
553,573.6367502078
554,573.9236740276
555,574.7022403672
556,575.9274579868
557,577.0856147125
558,578.0613807067
559,578.6195138469
560,579.6753853276
561,580.5015441760
562,581.2741612598
563,581.8315821037
564,582.4492017493
565,584.1532678321
566,584.9201586053
567,585.9837638244
568,586.7830755576
569,587.3142872229
570,588.4463530734
571,589.2399526671
572,590.3287434980
573,590.7833166555
574,591.7720833704
575,592.5795494303
576,593.4739331260
577,594.5542495713
578,595.8134266391
579,596.7684330955
580,598.6634341046
581,599.9729093596
