n,t_n
207,220.2760111332
208,221.1993689060
209,222.3197216511
210,222.8830467701
211,224.2165616512
212,226.7331518650
213,227.3565518856
214,228.4815637112
215,230.1228426456
216,230.6139567852
217,230.9824821949
218,232.3331729412
219,233.0682188511
220,233.8309813976
221,235.2044097424
222,235.8345067501
223,237.1381851673
224,239.0814525127
225,240.5216471195
226,241.7845763683
227,242.5871624470
228,242.6829034328
229,244.0070063114
230,244.5760795116
231,245.9891877651
232,246.6513090611
233,247.7056984425
234,252.3981999874
235,253.3309517384
236,254.5779287815
237,258.6803476810
238,259.2954276562
239,260.1229310513
240,260.9090324879
241,264.1665060520
242,264.8539314747
243,266.8177621365
244,267.8342504025
245,269.1863759518
246,272.9928952694
247,274.0768886089
248,275.2230056286
249,276.5369963169
250,278.3882733822
251,279.3681867123
252,280.8878633022
253,281.2709804058
254,285.6317526340
255,286.5782482624
256,288.0325981617
257,289.7941911221
258,290.7329407215
259,292.0151207447
260,294.2057470798
261,295.5911584377
262,295.9370259762
263,296.7357949734
264,298.0807054043
265,301.8553684711
266,303.6592072964
267,307.5467207432
268,308.5226273060
269,309.0054533482
270,310.8699290752
271,310.9476193905
272,313.2855827808
273,314.5586484432
274,315.7749783039
275,317.6714402676
276,320.7647179127
277,321.4190242290
278,322.7201147556
279,324.5078607082
280,325.5085176945
281,327.0521271229
282,328.8259066105
283,331.9540291309
284,333.0380240917
285,333.1742007732
286,335.6179713726
287,336.5731034756
288,338.1665627956
289,338.9217508793
290,339.8552140713
291,342.1526541233
292,343.0426085949
293,343.8776520252
294,344.8295497417
295,345.7382306576
296,346.4757227421
297,346.8676724911
298,347.9283049107
299,348.5680531025
300,351.4565751553
301,352.1466264248
302,352.8504441738
303,354.0276440144
304,355.4155395031
305,355.6675608158
306,356.9125734806
307,357.3650419712
308,358.4565966129
309,359.0564830303
310,359.4351358891
311,361.2136397839
312,362.1007483006
313,363.9706759930
314,364.7632089138
315,366.2988575459
316,367.1207480907
317,367.8021713734
318,368.3872878551
319,369.6826772213
320,370.2139663219
321,370.4237841129
322,372.2978242397
323,372.5424063206
324,374.3207309246
325,375.8966088772
326,377.0013885021
327,377.9754313946
328,380.2382407665
329,381.2850773335
330,382.0887812138
331,382.5655251026
332,383.7838212490
333,386.2482584476
334,388.9921529293
335,390.1132883549
336,393.9419377804
337,394.5324375629
338,395.7607595921
339,396.6122216702
340,398.5454447269
341,399.3035273075
342,401.0095777035
343,401.7885207653
344,402.4784012318
345,402.9428456783
346,403.8690229893
347,404.4481359959
348,405.8917516232
349,406.3383575916
350,407.3090240955
351,408.8095501423
352,410.5643339634
353,411.0560413837
354,412.7624725819
355,413.4742470264
356,415.4376174450
357,419.7949196339
358,421.4950902462
359,423.1817147732
360,424.4520635128
361,425.1086774349
362,427.0622875690
363,428.0792158604
364,429.1353545666
365,430.2429585934
366,430.3945708752
367,431.6947100163
368,433.8230922222
369,434.6516304493
370,436.1647582531
371,436.9415030003
372,437.3463143826
373,437.7056636333
374,438.5151806355
375,439.7637520313
376,442.6758394718
377,443.1144962788
378,443.6787985325
379,446.3185177326
380,447.8017856121
381,449.4021056652
382,450.3901610851
383,451.0736027241
384,452.8848655224
385,454.7640712261
386,455.6802533627
387,455.9779505253
388,456.8254279613
389,458.2012835026
390,458.8550776958
391,463.0495591640
392,464.1431477070
393,464.5887114048
394,467.2778192043
395,467.5650358677
396,468.5975637913
397,469.4266587734
398,470.8852972507
399,471.1122307301
400,473.1363687038
401,474.5239737034
402,475.3979862690
403,476.6145967960
404,480.0890835285
405,481.0209260464
406,482.0168211460
407,485.6168006420
408,487.4572369099
409,490.5397101879
410,491.8053600788
411,492.5686533451
412,493.1219496250
413,494.5378029346
414,496.3402042866
415,497.0206974506
416,498.5390790462
417,499.3341245174
