n,t_n
497,529.6213543043
498,530.1836394057
499,531.0548439696
500,532.0883055761
501,532.9624435738
502,533.8403336868
503,534.9212765530
504,535.6815953687
505,536.3271203235
506,537.7686837867
507,538.3861138180
508,539.3179891542
509,539.9788816109
510,541.3033226267
511,542.1100237831
512,542.9189017043
513,543.6004311308
514,544.8612969443
515,545.8755653337
516,546.3356831357
517,547.4059216186
518,548.3872428343
519,549.3507256791
520,550.1304194853
521,551.0135070309
522,552.0878088370
523,552.6358769879
524,555.4387345001
525,556.5269369259
526,557.4720483914
527,558.3498871580
528,559.0960557744
529,559.8740035072
530,561.4063814715
531,561.7875580445
532,562.5913389549
533,563.6273760542
534,564.9490297720
535,565.2568740889
536,566.3672827914
537,567.3334650561
538,568.0458235607
539,569.3674222395
540,569.8263889089
541,570.8000120953
542,571.9009422109
543,572.5174069151
544,573.8080854014
545,574.4790780649
546,575.0620937183
547,576.4468768463
548,577.2230001941
549,578.2515229687
550,578.5094745234
551,580.0721617714
552,580.7839999273
553,581.7113873288
554,582.3032206193
555,583.5104687616
556,584.4256563410
557,585.2550641760
558,586.0014381245
559,587.0158249691
560,587.9705133781
561,588.8202152446
562,589.6987468526
563,590.6121700481
564,591.3566350594
565,592.4473436609
566,593.5939933434
567,593.8849703833
568,594.8831734046
569,596.3227584794
570,596.7145504400
571,597.7478720531
572,598.4752553359
573,599.5628502771
574,600.6794865146
575,601.2149113491
576,601.9364281043
577,603.3105471089
578,604.0616957113
579,604.6727453575
580,606.0292527094
581,606.3696927771
582,607.6682923898
583,608.4315329090
584,609.4633573934
585,609.9933442637
586,611.1119151250
587,612.1642632380
588,612.8246040091
589,613.9051289067
590,614.3078048602
591,615.8340308025
592,616.6268261626
593,617.0043557540
594,618.1797065392
595,619.2157220736
596,620.1480357990
597,620.7354477629
598,621.6550667629
599,622.8245413646
600,623.4923750743
601,624.4495420501
602,625.3814758137
603,626.0006314620
604,627.3009933934
605,627.8900114283
606,628.9486042425
607,629.6700621501
608,630.5161706880
609,631.6876203254
610,632.6244738773
611,632.9859516189
612,634.0680697754
613,635.3263819829
614,636.1111440286
615,636.4539491072
616,637.8469855353
617,638.5242277727
618,639.6746844754
619,640.3456645057
620,641.0118585542
621,642.3143815681
622,643.0621508911
623,643.7945424750
624,644.8618594155
625,645.6422681645
626,646.4143023595
627,647.7059488282
628,648.2718262568
629,649.0240994737
630,650.0508330896
631,651.1720048890
632,651.8288172767
633,652.6713927731
634,653.4004382297
635,654.8124723777
636,655.2869726673
637,656.2924987182
638,656.8447993770
639,658.3259160891
640,658.8120065525
641,659.7542299315
642,660.5543514147
643,661.6075391397
644,662.4080367133
645,663.3006258503
646,664.2571561590
647,664.8964247361
648,665.9077537999
649,666.9498956069
650,667.8358639792
651,668.2441711053
652,669.5663591728
653,670.2404712722
654,671.5373271272
655,671.9046472386
656,672.6417051956
657,674.2422433838
658,674.6666502014
659,675.4187764063
660,676.4374685273
661,677.3822686419
662,678.3353986338
663,679.0022975847
664,680.0395408288
665,680.6819720164
666,681.8597393915
667,682.6789665803
668,683.3091450438
669,684.6312862799
670,684.8729278311
671,686.2512974218
672,687.1930188611
673,687.6571384653
674,688.5206430599
675,689.9611122802
676,690.3483372256
677,691.4918948486
678,691.8848389164
679,693.2643297330
680,694.1299680248
681,694.7232614473
682,695.6598344579
683,696.5525240257
684,697.6502023563
685,698.3091396347
686,699.1190119848
687,700.1356542453
