n,t_n
432,536.4418191433
433,536.9394196987
434,538.4317281246
435,539.0092470646
436,540.9771400929
437,541.7806107044
438,542.9317131519
439,543.4099941731
440,544.4519672871
441,545.4994832516
442,546.3954401493
443,547.7987766743
444,549.0720550060
445,549.6813089848
446,551.0878921032
447,551.8438403606
448,553.1219315052
449,553.9480829716
450,554.8464164257
451,555.6367576122
452,556.5830107212
453,558.6872498035
454,559.1813654423
455,560.4080671787
456,561.2205961704
457,561.9578637600
458,562.9402067661
459,564.4375854015
460,565.0282203197
461,566.1104586124
462,567.5975937366
463,568.2894341946
464,569.6599407673
465,570.7295236111
466,571.3699963093
467,572.3859703541
468,573.0040855885
469,574.2578798771
470,575.5661393642
471,577.1600030422
472,577.7181825161
473,578.5486335278
474,579.4854697704
475,580.9047823429
476,581.4155854702
477,582.9522489071
478,583.1849221706
479,584.6858928204
480,585.8199249744
481,587.4504060268
482,587.9268533230
483,588.7209872723
484,590.0262305737
485,590.4555949688
486,591.5252740383
487,592.9861738682
488,594.1717143536
489,595.0905240536
490,596.1416141987
491,596.9356638432
492,598.1684648991
493,599.0787168980
494,600.1179440022
495,600.8284619808
496,601.5417346478
497,603.2791582584
498,604.6019933224
499,605.3043043613
500,606.4382618427
501,607.1403065205
502,607.7228928089
503,609.2807435513
504,610.0788764477
505,611.1521169186
506,612.3944190502
507,613.4196815014
508,614.2949086666
509,615.5276484966
510,616.8008218288
511,617.0249925137
512,618.0581091404
513,619.2222670078
514,619.9033096790
515,621.8892343998
516,622.7985948086
517,623.4077595234
518,624.5258071423
519,625.1829576015
520,626.5180340290
521,627.4005834103
522,628.2986167431
523,629.4810508251
524,630.2402333736
525,631.8343497753
526,632.8723627567
527,633.5850369930
528,634.7223638058
529,635.3446262836
530,636.2911386967
531,637.0957263470
532,638.7737286091
533,639.7519534588
534,640.9222228527
535,641.5388107777
536,642.6713015080
537,643.4743155003
538,644.8839746952
539,645.5644639492
540,646.2816815853
541,647.2780498981
542,648.8101780415
543,649.9185095310
544,651.0955453396
545,651.8324497700
546,652.3989927769
547,653.5863375187
548,654.2859556675
549,655.8274661541
550,656.4099464893
551,658.0262920856
552,658.9018023968
553,659.4175240040
554,661.1594960690
555,661.6823403835
556,662.7164291859
557,663.5058861256
558,664.5070209026
559,665.1910866261
560,667.0836067677
561,668.1223721981
562,669.0335540295
563,669.4735062122
564,670.7832326412
565,671.4812017918
566,672.5947435856
567,673.7825900555
568,674.5265707493
569,675.6456215382
570,676.8662223339
571,677.9742255688
572,678.8846456051
573,679.8564766407
574,680.7154268742
575,681.4168294430
576,682.2341186047
577,683.5656299114
578,685.1976906300
579,685.7293217182
580,687.0172171116
581,687.7070500851
582,688.3643430233
583,689.8944900990
584,690.7812971592
585,691.3148321629
586,692.4650721073
587,693.5374632359
588,694.8717349529
589,696.0893787861
590,696.8049655437
591,697.9029753208
592,698.2764588833
593,699.3312710285
594,700.6079246998
595,701.2690550327
596,703.1474691868
597,703.5407210827
598,704.7366193295
599,705.5071087360
600,706.8128447056
601,707.6842395306
602,708.4030711651
603,709.5900809765
604,710.0283756733
605,711.3066421986
606,713.1534563541
607,713.7758431911
608,714.5439136982
609,715.6049141407
610,716.3629656315
611,717.1628534794
612,718.4175789356
613,719.5537692547
614,720.2380585194
615,721.6082058430
616,722.5516672611
617,723.4833208561
618,724.7950691700
619,725.3048511982
620,726.5063115597
621,727.0300728321
622,727.7976691723
623,729.4251482487
624,730.5785254955
625,731.7227593899
626,732.5855213642
627,733.0163828373
628,734.1863523006
629,735.3046929836
630,736.2557389736
631,737.1076483250
632,737.9080993176
633,739.3578875065
634,740.1629522800
635,741.6636781216
636,742.4257833958
637,743.1712895870
638,743.8514618397
639,745.2836414814
640,745.4064399242
641,747.0706587315
642,748.3391230106
643,749.4724567890
644,749.8588267803
645,751.0833768368
646,752.0376575947
647,753.0674752712
648,753.9484845638
649,754.8382619381
650,755.6359355450
651,756.5490296841
652,758.5865968227
653,758.9124423504
654,760.1031787395
655,760.9072758198
656,761.7707112789
657,762.3512415409
658,763.6865434170
659,764.7616303921
660,765.6663278103
661,766.9702132702
662,767.6904920101
663,768.9109744549
664,769.5610102177
665,771.0868392468
666,771.6000960827
667,772.1037282467
668,773.3918352604
669,774.1800233364
670,775.8722415447
671,776.9426341534
672,777.6269649982
673,778.5916144848
674,779.1452197552
675,780.3005389690
676,781.5844207287
677,782.0677111149
678,783.2248518467
679,784.4346754551
680,785.1780457973
681,786.5663411617
682,787.6666661739
683,788.1795195103
684,789.2072247028
685,789.9881963253
686,790.8629221439
687,791.6931762218
688,793.4241076946
689,794.3943860531
690,795.1986347675
691,796.0058167934
692,796.9894631863
693,797.9702956676
694,798.8978907108
695,799.9977385044
696,800.7451200962
697,801.3232861996
698,803.0927271366
699,803.9960314274
700,805.2622986317
701,805.7679726124
702,806.7777202129
703,807.5834263325
704,808.1945436001
705,809.5722316265
706,810.6602149487
707,811.5799669743
708,812.9664828777
709,813.5438556194
710,814.2672811031
711,815.9826887608
712,816.2851071835
713,817.3605586529
714,818.1862241268
715,818.8893422604
716,820.2197423458
717,821.6306629658
718,822.7793245792
719,823.2869510174
720,824.1500030994
721,824.9698388577
722,826.0191353321
723,827.0548407078
724,827.8483768940
725,829.1638790607
726,829.9277047634
727,831.0531106472
728,832.0883356571
729,833.3980023861
730,833.6548060894
731,835.0642848492
732,835.4436347485
733,836.4725141048
734,837.3226978779
735,839.1281932354
736,840.1465637684
737,840.4599631786
738,841.9828279972
739,842.3000195026
740,843.3231697559
741,844.7048459530
742,845.3991569042
743,846.1038197041
744,847.2438013554
745,848.3730878353
746,849.7858327389
747,850.3211022854
748,851.6521765232
749,852.1668399334
750,852.9764708996
751,853.6982915401
752,855.0590257168
753,855.9146821499
754,857.3697924137
755,858.2459685802
756,858.9596050739
757,859.8023929119
758,860.9962051868
759,862.0072601795
760,862.7612659931
761,863.4234074116
762,864.5780855656
763,865.3590356350
764,867.0264006138
765,868.0518067837
766,868.7901813030
767,869.4835350513
768,870.3036263943
769,871.5660428524
770,871.8900192738
771,873.5316681385
772,874.1915092945
773,875.5191820621
774,876.2299614429
775,877.3075035572
776,878.4058496952
777,879.2367441654
778,880.0631968021
779,881.0033393383
780,881.7967156887
781,882.2996243000
782,884.3532452106
783,885.0653536320
784,886.1388659954
785,887.1088648319
786,887.4542185307
787,888.6497654438
788,889.5283354282
789,890.7888463497
790,891.4307716846
791,892.2289792538
792,893.7417055607
793,894.4618152142
794,895.6502957821
795,896.6944835186
796,897.5348430157
797,897.9345667362
798,899.0532482624
799,899.8511169910
800,900.9753942013
801,902.3495423794
802,903.5189701557
803,904.0652343273
804,904.9279593945
805,905.8391996861
806,907.0532012463
807,907.8918673038
808,908.5526224613
809,909.6722222805
810,910.3801428318
811,911.6059392452
812,913.2828182697
813,913.6955928326
814,914.4756251812
815,915.7033718586
816,916.0851418972
817,917.0624706745
818,918.1945844173
819,919.2039590359
820,920.6257919788
821,921.0618766308
822,922.3019179821
823,923.2041856289
824,924.0370475292
825,925.1799335003
826,926.0380282879
827,926.6925263882
828,927.3579051495
829,928.6027961254
830,930.0763793468
831,931.1289636135
832,931.7462331295
833,932.7124607563
834,933.6681138515
835,933.9125800610
836,935.7183201313
837,936.1632058620
838,937.2150357723
839,938.2662449360
840,939.6174164295
841,939.9693221569
842,941.5256882191
843,942.3836902142
844,943.0264734745
845,943.8029127598
846,944.8143033504
847,945.4364984989
848,946.7376428127
849,948.2652403355
850,948.9887619495
851,949.9243866444
852,950.3965078831
853,951.5910578251
854,952.6381203175
855,953.3035528660
856,954.4393148899
857,955.2712789059
858,955.9379541874
859,957.5099002361
860,958.4572258472
861,959.5732397556
862,960.1288673878
863,960.9545732021
864,962.0736489773
865,962.4331215382
866,963.5856596470
867,965.1711138248
868,965.7317030430
869,967.0420172215
870,967.8033507824
871,968.5178146839
872,969.6190463543
873,970.7101033688
874,971.4770624638
875,972.2214821339
876,972.9518378735
877,974.0648727894
878,975.6350526333
879,976.3608485699
880,977.5427004337
881,978.1238056660
882,978.7913762569
883,979.7319896221
884,980.7683981419
885,981.9279923916
886,982.4545023441
887,984.0449088573
888,984.6984408855
889,985.5302452564
890,986.8768034458
891,987.5948359013
892,988.6711430073
893,989.1529785633
894,990.0565618992
895,991.0586915493
896,991.8072251797
897,993.8411783695
898,994.2412854671
899,995.2223451138
900,995.8600029469
901,997.0951850414
902,997.5190907002
903,998.8401653767
904,999.8444543362
